,id,index,diff,type,claim/issue,correctness (1/0/-1),additional claims,old_file,new_file
297,15802,3784,"@@ -95,6 +95,7 @@ def sensor(
 def asset_sensor(
     asset_key: AssetKey,
     pipeline_name: Optional[str] = None,
+    target_name: Optional[str] = None,
     name: Optional[str] = None,
     solid_selection: Optional[List[str]] = None,
     mode: Optional[str] = None,",claim,"The code change adds a new parameter ""target_name"" to the ""asset_sensor"" function",,,test3784_old.py,test3784_new.py
298,,,,claim,This parameter is optional and is of type string.,,,,
299,,,,issue,"Long parameter list smell detected with 2 methods with long parameter lists and method `asset_sensor` at line 95 having 9 parameters (`asset_key`, `pipeline_name`, `target_name`, `name`, `solid_selection`, `mode`, `minimum_interval_seconds`, `description`, `job`)",,,,
300,8010,4320,"@@ -197,6 +197,7 @@ class EmrConnection(AWSQueryConnection):
                     steps=[],
                     bootstrap_actions=[],
                     instance_groups=None,
+                    ami_version=""1.0"",
                     additional_info=None):
         """"""
         Runs a job flow",claim,"The code change adds a new parameter ""ami_version"" to the EmrConnection class constructor",,,test4320_old.py,test4320_new.py
301,,,,claim,"The default value for this parameter is set to ""1.0""",,,,
302,,,,claim,This suggests that the code now includes support for a specific AMI version when running a job flow.,,,,
303,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `EmrConnection` having 42 external function calls",,,,
304,,,,issue,Class cohesion smell detected with 1 out of 1 classes having cohesion < 30%,,,,
305,20909,10056,"@@ -29,7 +29,8 @@ from pkg_resources import resource_stream
 def getScalarMetricWithTimeOfDayAnomalyParams(metricData,
                                               minVal=None,
                                               maxVal=None,
-                                              minResolution=None):
+                                              minResolution=None,
+                                              tmImplementation = ""cpp""):
   """"""
     Return a dict that can be used to create an anomaly model via OPF's
     ModelFactory.",claim,"The code change in the GIT DIFF adds a new parameter ""tmImplementation"" to the function ""getScalarMetricWithTimeOfDayAnomalyParams""",,,test10056_old.py,test10056_new.py
306,,,,claim,"The default value for this parameter is set to ""cpp""",,,,
307,,,,claim,"This suggests that the function now supports a new feature or option for time implementation, specifically in the C++ language.",,,,
308,14724,7214,"@@ -105,7 +105,7 @@ class HierarchicHTTPRequest(HTTPRequest):
             file_dict[""path""] = path
 
             mime = mimetypes.guess_type(file_dict[""path""])[0] or ""application/octet-stream""
-            file_dict.get('mime-type', mime)
+            file_dict[""mime-type""] = mime
         self.content_encoding = self.config.get('content-encoding', None)
 
 ",claim,The code change in the GIT DIFF replaces a line of code that was using the get method to retrieve the value of the 'mime-type' key from the file_dict dictionary,,,test7214_old.py,test7214_new.py
309,,,,claim,The new line of code now directly assigns the value of the 'mime-type' key in the file_dict dictionary,,,,
310,,,,claim,"This change suggests that the code is now directly setting the 'mime-type' key in the file_dict dictionary, rather than retrieving it first.",,,,
311,,,,issue,"Shotgun smell detected with 13 classes with too many external fuctions and class with most external function calls, `RequestsParser` having 25 external function calls",,,,
312,,,,issue,Class cohesion smell detected with 1 out of 14 classes having cohesion < 30%,,,,
313,,,,issue,Code complexity smell detected with 1 of 52 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
314,10032,3311,"@@ -202,11 +202,11 @@ class Ansible(base.Base):
     ::
 
         ANSIBLE_ROLES_PATH:
-          $ephemeral_directory/roles/:$project_directory/../
+          $ephemeral_directory/roles/:$project_directory/../:$HOME/.ansible/roles:/usr/share/ansible/roles:/etc/ansible/roles
         ANSIBLE_LIBRARY:
-          $ephemeral_directory/library/:$project_directory/library/
+          $ephemeral_directory/modules/:$project_directory/library/:$HOME/.ansible/plugins/modules:/usr/share/ansible/plugins/modules
         ANSIBLE_FILTER_PLUGINS:
-          $ephemeral_directory/plugins/filters/:$project_directory/filter/plugins/
+          $ephemeral_directory/plugins/filter/:$project_directory/filter/plugins/:$HOME/.ansible/plugins/filter:/usr/share/ansible/plugins/modules
 
     Environment variables can be passed to the provisioner.  Variables in this
     section which match the names above will be appened to the above defaults,",claim,"The code changes in the GIT DIFF modify the values of three environment variables: ANSIBLE_ROLES_PATH, ANSIBLE_LIBRARY, and ANSIBLE_FILTER_PLUGINS",,,test3311_old.py,test3311_new.py
315,,,,claim,"The new values include additional paths: $HOME/.ansible/roles, /usr/share/ansible/roles, and /etc/ansible/roles for ANSIBLE_ROLES_PATH, and $HOME/.ansible/plugins/modules and /usr/share/ansible/plugins/modules for ANSIBLE_LIBRARY",,,,
316,,,,claim,"For ANSIBLE_FILTER_PLUGINS, the new values include $",,,,
317,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `Ansible` having 80 external function calls",,,,
318,,,,issue,Class cohesion smell detected with 1 out of 1 classes having cohesion < 30%,,,,
319,7567,2087,"@@ -17,8 +17,8 @@ MINIMALIST_COLLECTION = {'data': dict()}
 MINIMALIST_GROUP = {'data': dict(members=['fxa:user'])}
 MINIMALIST_RECORD = {'data': dict(name=""Hulled Barley"",
                                   type=""Whole Grain"")}
-USER_PRINCIPAL = 'basicauth:8a931a10fc88ab2f6d1cc02a07d3a81b5d4768f' \
-                 '6f13e85c5d8d4180419acb1b4'
+USER_PRINCIPAL = 'basicauth:aaedca130273574dd2bd6c3acad57f3545b662a974fa4320' \
+                 '236f25fe474676d6'
 
 
 class BaseWebTest(object):",claim,The code change in the GIT DIFF replaces an existing line of code,,,test2087_old.py,test2087_new.py
320,,,,claim,The replaced line of code now contains a longer and more complex string for the USER_PRINCIPAL variable,,,,
321,,,,claim,This indicates that the code is now using a more secure and complex authentication method.,,,,
322,,,,issue,"Shotgun smell detected with 2 classes with too many external fuctions and class with most external function calls, `BaseWebTest` having 15 external function calls",,,,
323,20125,8542,"@@ -1883,7 +1883,7 @@ UDS_RDBI.dataIdentifiers[0x4080] = ""AirbagLock_NEU""
 UDS_RDBI.dataIdentifiers[0x4140] = ""BodyComConfig""
 UDS_RDBI.dataIdentifiers[0x4ab4] = ""Betriebsstundenzaehler""
 UDS_RDBI.dataIdentifiers[0x5fc2] = ""WDBI_DME_ABGLEICH_PROG_REQ""
-UDS_RDBI.dataIdentifiers[0xd114] = ""Gesamtweg-Streckenzähler Offset""
+UDS_RDBI.dataIdentifiers[0xd114] = ""Gesamtweg-Streckenzaehler Offset""
 UDS_RDBI.dataIdentifiers[0xd387] = ""STATUS_DIEBSTAHLSCHUTZ""
 UDS_RDBI.dataIdentifiers[0xdb9c] = ""InitStatusEngineAngle""
 UDS_RDBI.dataIdentifiers[0xEFE9] = ""WakeupRegistry""",claim,The code change in the GIT DIFF replaces an existing line of code,,,test8542_old.py,test8542_new.py
324,,,,claim,"The replaced line of code now sets the value of ""Gesamtweg-Streckenzaehler Offset"" for the key 0xd114 in the UDS_RDBI.dataIdentifiers array instead of the original line of code that set the value as ""Gesamtweg-Streckenzähler Offset""",,,,
325,,,,claim,This indicates that the code is now using the correct spelling of the identifier.,,,,
326,,,,issue,"Shotgun smell detected with 24 classes with too many external fuctions and class with most external function calls, `SVK` having 9 external function calls",,,,
327,19315,8632,"@@ -231,7 +231,8 @@ class AnchorHead(nn.Module):
         # map up to original set of anchors
         if unmap_outputs:
             num_total_anchors = flat_anchors.size(0)
-            labels = unmap(labels, num_total_anchors, inside_flags)
+            labels = unmap(labels, num_total_anchors, inside_flags,
+                           self.num_classes)  # fill bg label
             label_weights = unmap(label_weights, num_total_anchors,
                                   inside_flags)
             bbox_targets = unmap(bbox_targets, num_total_anchors, inside_flags)",claim,"The code change in the GIT DIFF modifies the unmap function call for the ""labels"" variable",,,test8632_old.py,test8632_new.py
328,,,,claim,"The updated line now includes an additional parameter, ""self.num_classes"", which is used to fill the background label",,,,
329,,,,claim,This suggests that the unmap function has been updated to handle a new parameter or the background label filling has been added.,,,,
330,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `AnchorHead` having 130 external function calls",,,,
331,,,,issue,Class cohesion smell detected with 1 out of 1 classes having cohesion < 30%,,,,
332,,,,issue,Code complexity smell detected with 2 of 13 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
333,13065,7007,"@@ -89,6 +89,7 @@ class CompletionView(QTreeView):
     # https://github.com/The-Compiler/qutebrowser/issues/117
 
     resize_completion = pyqtSignal()
+    connected = None
 
     def __init__(self, win_id, parent=None):
         super().__init__(parent)",claim,"The code change adds a new line that declares a variable named ""connected"" and initializes it to None",,,test7007_old.py,test7007_new.py
334,,,,claim,"This suggests that ""connected"" will be used later in the code.",,,,
335,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `CompletionView` having 80 external function calls",,,,
336,,,,issue,Class cohesion smell detected with 1 out of 1 classes having cohesion < 30%,,,,
337,26227,3849,"@@ -47,7 +47,7 @@ class BigQueryClient(_base_client.BaseClient):
         return RateLimiter(FLAGS.max_bigquery_api_calls_per_100_seconds,
                            self.DEFAULT_QUOTA_TIMESPAN_PER_SECONDS)
 
-    def get_bigquery_projectids(self):
+    def get_bigquery_projectids(self, key='projects'):
         """"""Request and page through bigquery projectids.
 
         Returns: A list of project_ids enabled for bigquery.",claim,"The code change in the GIT DIFF modifies the method signature of the ""get_bigquery_projectids"" function",,,test3849_old.py,test3849_new.py
338,,,,claim,"The function now has a default parameter ""key"" set to 'projects'",,,,
339,,,,claim,"This means that if the function is called without providing a value for ""key"", it will use 'projects' as the default value.",,,,
340,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `BigQueryClient` having 15 external function calls",,,,
341,12929,6081,"@@ -93,8 +93,10 @@ class ObjectStore(six.with_metaclass(ABCMeta)):
         return self.set_object(obj, context, runtime_type, paths)
 
     def get_value(self, context, runtime_type, paths):
-        if runtime_type in self.TYPE_REGISTRY:
-            return self.TYPE_REGISTRY[runtime_type].get_object(self, context, runtime_type, paths)
+        if runtime_type.name is not None and runtime_type.name in self.TYPE_REGISTRY:
+            return self.TYPE_REGISTRY[runtime_type.name].get_object(
+                self, context, runtime_type, paths
+            )
         return self.get_object(context, runtime_type, paths)
 
 ",claim,The code change in the GIT DIFF modifies the condition for retrieving an object from the TYPE_REGISTRY,,,test6081_old.py,test6081_new.py
342,,,,claim,"Previously, the code checked if the runtime_type was in the TYPE_REGISTRY and returned the get_object method if it was",,,,
343,,,,claim,The new code checks if the name attribute of the runtime_type is not None and if this name is in the TYPE_REGISTRY before returning the get_object method,,,,
344,,,,claim,This change ensures that the get_object method is only called if the runtime_type has a valid name.,,,,
345,,,,issue,"Shotgun smell detected with 4 classes with too many external fuctions and class with most external function calls, `FileSystemObjectStore` having 38 external function calls",,,,
346,16562,3002,"@@ -51,10 +51,10 @@ class releaseTestCase(SparkTestCase):
             if entry['release_name'] != '':
                 expected[entry['user_name']].append({
                     'release_name': entry['release_name'],
-                    'release_msid': entry['release_msid'],
-                    'release_mbid': entry['release_mbid'],
+                    'release_msid': entry['release_msid'] or None,
+                    'release_mbid': entry['release_mbid'] or None,
                     'artist_name': entry['artist_name'],
-                    'artist_msid': entry['artist_msid'],
+                    'artist_msid': entry['artist_msid'] or None,
                     'artist_mbids': entry['artist_mbids'],
                     'listen_count': entry['count']
                 })",claim,"The code changes in the GIT DIFF modify how the 'release_msid', 'release_mbid', and 'artist_msid' keys are handled in the expected dictionary",,,test3002_old.py,test3002_new.py
347,,,,claim,"Previously, if these keys were empty, they would be included in the dictionary",,,,
348,,,,claim,"Now, if these keys are empty, 'None' will be used as the value",,,,
349,,,,claim,"This change ensures that these keys always have a value, either the actual value or 'None'.",,,,
350,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `releaseTestCase` having 39 external function calls",,,,
351,26110,1500,"@@ -29,6 +29,7 @@ class ResourceType(object):
     FOLDER = 'folder'
     PROJECT = 'project'
     GROUP = 'group'
+    BACKEND_SERVICE = 'backend_service'
     FORWARDING_RULE = 'forwarding_rule'
     BUCKETS_ACL = 'buckets_acl'
     CLOUDSQL_ACL = 'cloudsql_instances'",claim,"The code change adds a new constant ""BACKEND_SERVICE"" to the ResourceType class",,,test1500_old.py,test1500_new.py
352,,,,claim,This suggests that a new type of resource has been introduced in the code.,,,,
353,,,,issue,"Shotgun smell detected with 2 classes with too many external fuctions and class with most external function calls, `Resource` having 5 external function calls",,,,
354,,,,issue,Class cohesion smell detected with 1 out of 3 classes having cohesion < 30%,,,,
355,18644,1518,"@@ -77,6 +77,7 @@ def _launch_local_catalog():
     env = dict(REGISTRY_URL=""http://localhost:5000"",
                S3_PROXY_URL=open_config[""s3Proxy""],
                ALWAYS_REQUIRE_AUTH=""false"",
+               NO_DOWNLOAD=""false"",
                CATALOG_MODE=""LOCAL"",
                SSO_AUTH=""DISABLED"",
                PASSWORD_AUTH=""ENABLED"",",claim,The code change adds a new line to the environment dictionary,,,test1518_old.py,test1518_new.py
356,,,,claim,"This new line sets the ""NO_DOWNLOAD"" environment variable to ""false""",,,,
357,,,,claim,This suggests that the code is now allowing downloads by default.,,,,
358,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `ParseConfigDict` having 3 external function calls",,,,
359,,,,issue,Code complexity smell detected with 1 of 14 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
360,19368,9882,"@@ -871,6 +871,14 @@ class UIA(Window):
 					states.add(controlTypes.STATE_CHECKED)
 		return states
 
+	def _get_presentationType(self):
+		presentationType=super(UIA,self).presentationType
+		# UIA NVDAObjects can only be considered content if UI Automation considers them both a control and content.
+		if presentationType==self.presType_content and not (self.UIAElement.cachedIsContentElement and self.UIAElement.cachedIsControlElement):
+			presentationType=self.presType_layout
+		return presentationType 
+
+
 	def correctAPIForRelation(self, obj, relation=None):
 		if obj and self.windowHandle != obj.windowHandle and not obj.UIAElement.cachedNativeWindowHandle:
 			# The target element is not the root element for the window, so don't change API class; i.e. always use UIA.",claim,"The GIT DIFF shows that a new method named ""_get_presentationType"" has been added to the UIA class",,,test9882_old.py,test9882_new.py
361,,,,claim,This method retrieves the presentation type from the superclass and checks if it is equal to the content type,,,,
362,,,,claim,"If the presentation type is content and the UIA element is not considered both a content and control element, it changes the presentation type to layout",,,,
363,,,,claim,This method is used to handle the presentation type of UIA NVDAObjects.,,,,
364,12283,6440,"@@ -208,6 +208,7 @@ def rev_hex(s):
 def int_to_hex(i, length=1):
     assert isinstance(i, int)
     s = hex(i)[2:].rstrip('L')
+    s = s.lstrip('0x')
     s = ""0""*(2*length - len(s)) + s
     return rev_hex(s)
 ",claim,The code change adds a new line that removes the '0x' prefix from the hexadecimal string 's',,,test6440_old.py,test6440_new.py
365,,,,claim,This is done using the lstrip() method,,,,
366,,,,claim,This change is likely made to ensure that the hexadecimal string 's' does not start with '0x'.,,,,
367,,,,issue,"Shotgun smell detected with 4 classes with too many external fuctions and class with most external function calls, `EC_KEY` having 60 external function calls",,,,
368,12769,5389,"@@ -12,7 +12,9 @@ WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 See the License for the specific language governing permissions and
 limitations under the License.""""""
 
-import ldap, traceback
+import traceback
+
+import ldap
 from django.conf import settings
 from django.contrib.auth.models import User
 ",claim,The code change in the GIT DIFF shows that the import statements have been rearranged,,,test5389_old.py,test5389_new.py
369,,,,claim,"The ""ldap"" and ""traceback"" modules were originally imported together, but now they are imported separately",,,,
370,,,,claim,This change could have been made for readability or to adhere to a specific coding style.,,,,
371,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `LDAPBackend` having 14 external function calls",,,,
372,25014,6305,"@@ -0,0 +1,10 @@
+_base_ = [
+    'retinanet_pvt_t_fpn_1x_coco.py',
+]
+model = dict(
+    backbone=dict(
+        num_layers=[3, 4, 6, 3],
+        init_cfg=dict(
+            type='Pretrained',
+            checkpoint='https://github.com/whai362/PVT/'
+            'releases/download/v2/pvt_small.pth')))",claim,The GIT DIFF shows that a new configuration file has been added,,,test6305_old.py,test6305_new.py
373,,,,claim,The file is based on the 'retinanet_pvt_t_fpn_1x_coco.py' and it defines a model with a backbone,,,,
374,,,,claim,The backbone has 4 layers and is initialized with a pretrained model from 'https://github.com/whai362/PVT/releases/download/v2/pvt_small.pth'.,,,,
375,14151,6151,"@@ -82,7 +82,7 @@ SINGLE_QUOTED_REGEX = re.compile(""(%s)?'''"" % ""|"".join(_PREFIXES))
 DOUBLE_QUOTED_REGEX = re.compile('(%s)?""""""' % ""|"".join(_PREFIXES))
 QUOTE_DELIMITER_REGEX = re.compile(""(%s)?(\""|')"" % ""|"".join(_PREFIXES), re.DOTALL)
 
-MSGS = {
+MSGS = {  # pylint: disable=consider-using-namedtuple
     ""E1300"": (
         ""Unsupported format character %r (%#02x) at index %d"",
         ""bad-format-character"",",claim,"The code change represented by the GIT DIFF adds a comment to the line of code that defines the ""MSGS"" dictionary",,,test6151_old.py,test6151_new.py
376,,,,claim,"The comment indicates that the dictionary is being defined, and it suggests that the developer might want to use a namedtuple instead",,,,
377,,,,claim,"This change does not affect the functionality of the code, but it may be a hint or warning for the developer to consider using a namedtuple for this dictionary.",,,,
378,,,,issue,"Shotgun smell detected with 2 classes with too many external fuctions and class with most external function calls, `StringFormatChecker` having 92 external function calls",,,,
379,,,,issue,Class cohesion smell detected with 1 out of 2 classes having cohesion < 30%,,,,
380,,,,issue,Code complexity smell detected with 5 of 26 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
381,9994,6924,"@@ -9,6 +9,11 @@ def includeme(config):
         description='Track changes on data.',
         url='http://kinto.readthedocs.io/en/latest/api/1.x/history.html')
 
+    config.add_api_capability(
+        'revert',
+        description='discard all changes after given timestamp.',
+        url='http://kinto.readthedocs.io/en/latest/api/1.x/revert.html')
+
     # Activate end-points.
     config.scan('kinto.plugins.history.views')
 ",claim,The code change adds a new API capability called 'revert',,,test6924_old.py,test6924_new.py
382,,,,claim,This capability allows users to discard all changes after a given timestamp,,,,
383,,,,claim,The description and URL for this capability are also provided.,,,,
384,18547,899,"@@ -210,8 +210,9 @@ EXTS_ACCESS_COUNTS = textwrap.dedent(""""""\
             eventname,
             bucket,
             lower(CASE
-                WHEN cardinality(parts) > 2 THEN concat(element_at(parts, -2), '.', element_at(parts, -1))
-                WHEN cardinality(parts) = 2 THEN element_at(parts, -1)
+                WHEN cardinality(parts) > 2 AND lower(element_at(parts, -1)) = 'gz'
+                    THEN concat(element_at(parts, -2), '.', element_at(parts, -1))
+                WHEN cardinality(parts) >= 2 THEN element_at(parts, -1)
                 ELSE ''
                 END
             ) AS ext,",claim,The code changes in the GIT DIFF modify the conditions for the 'ext' column in the query,,,test899_old.py,test899_new.py
385,,,,claim,"Previously, the 'ext' column was set based on the cardinality of the 'parts' array",,,,
386,,,,claim,"If the cardinality was greater than 2, it would concatenate the second last and last elements of the 'parts' array",,,,
387,,,,claim,"If the cardinality was 2, it would simply take the last element of the 'parts' array",,,,
388,,,,claim,,,,,
389,,,,claim,"Now, the 'ext' column is set based on a more complex condition",,,,
390,,,,claim,"If the cardinality of the 'parts' array is greater than 2 and the lowercased last element of the 'parts' array is 'gz', it will concatenate the second",,,,
391,15067,10111,"@@ -87,8 +87,6 @@ class LocustIOExecutor(ScenarioExecutor, WidgetProvider, FileLister, HavingInsta
 
         wrapper = os.path.join(get_full_path(__file__, step_up=2), ""resources"", ""locustio-taurus-wrapper.py"")
 
-        self.env.add_path({""PYTHONPATH"": self.engine.artifacts_dir})
-        self.env.add_path({""PYTHONPATH"": os.getcwd()})
         self.env.set({""LOCUST_DURATION"": dehumanize_time(load.duration)})
 
         self.log_file = self.engine.create_artifact(""locust"", "".log"")",claim,The code change represented by the GIT DIFF removes two lines of code,,,test10111_old.py,test10111_new.py
392,,,,claim,These lines were previously adding the artifacts directory and the current working directory to the PYTHONPATH environment variable,,,,
393,,,,claim,This suggests that the code no longer needs to add these directories to the PYTHONPATH environment variable.,,,,
394,,,,issue,"Shotgun smell detected with 4 classes with too many external fuctions and class with most external function calls, `LocustIOScriptBuilder` having 66 external function calls",,,,
395,,,,issue,Class cohesion smell detected with 2 out of 4 classes having cohesion < 30%,,,,
396,30112,9809,"@@ -104,7 +104,8 @@ PROJECT_IAM_ROLES_SERVER = [
     'roles/storage.objectViewer',
     'roles/storage.objectCreator',
     'roles/cloudsql.client',
-    'roles/logging.logWriter'
+    'roles/logging.logWriter',
+    'roles/iam.serviceAccountTokenCreator'
 ]
 
 PROJECT_IAM_ROLES_CLIENT = [",claim,The code change in the GIT DIFF adds a new role 'roles/iam.serviceAccountTokenCreator' to the list of PROJECT_IAM_ROLES_SERVER,,,test9809_old.py,test9809_new.py
397,,,,claim,"This suggests that the service account now has the ability to create service account tokens, which was not previously possible.",,,,
398,26796,9690,"@@ -1,6 +1,6 @@
 _base_ = [
     '../_base_/models/mask_rcnn_r50_fpn.py',
-    '../_base_/datasets/coco_instance.py',
+    '../_base_/datasets/lvis_v1_instance.py',
     '../_base_/schedules/schedule_2x.py', '../_base_/default_runtime.py'
 ]
 model = dict(",claim,The code change in the GIT DIFF replaces an existing line of code,,,test9690_old.py,test9690_new.py
399,,,,claim,The replaced line of code now points to '../_base_/datasets/lvis_v1_instance.py' instead of the original line of code that pointed to '../_base_/datasets/coco_instance.py',,,,
400,,,,claim,This indicates that the dataset used in the code has been changed from the COCO instance dataset to the LVIS v1 instance dataset.,,,,
401,11189,1527,"@@ -71,6 +71,7 @@ setup(
     # Metadata
     author='Philippe BIONDI',
     author_email='phil(at)secdev.org',
+    maintainer='Pierre LALET, Guillaume VALADON',
     description='Scapy: interactive packet manipulation tool',
     license='GPLv2',
     url='http://www.secdev.org/projects/scapy',",claim,"The code change adds a new line to the setup function, setting the maintainer to 'Pierre LALET, Guillaume VALADON'",,,test1527_old.py,test1527_new.py
402,,,,claim,"This indicates that the code is now maintained by two individuals, Pierre LALET and Guillaume VALADON.",,,,
403,25917,1042,"@@ -600,11 +600,11 @@ class SABLRetinaHead(BaseDenseHead, BBoxTestMixin):
                 bbox_cls_pred.contiguous(),
                 bbox_reg_pred.contiguous()
             ]
-            bboxes, confids = self.bbox_coder.decode(
+            bboxes, confidences = self.bbox_coder.decode(
                 anchors.contiguous(), bbox_preds, max_shape=img_shape)
             mlvl_bboxes.append(bboxes)
             mlvl_scores.append(scores)
-            mlvl_confids.append(confids)
+            mlvl_confids.append(confidences)
         mlvl_bboxes = torch.cat(mlvl_bboxes)
         if rescale:
             mlvl_bboxes /= mlvl_bboxes.new_tensor(scale_factor)",claim,The code changes in this GIT DIFF are related to the variable names in the decoding process of bounding boxes,,,test1042_old.py,test1042_new.py
404,,,,claim,"The variable ""confids"" is replaced with ""confidences"" in the decoding process",,,,
405,,,,claim,"This change is reflected in the append operation as well, where ""confids"" is replaced with ""confidences""",,,,
406,,,,claim,This change likely improves the clarity and readability of the code by using more descriptive variable names.,,,,
407,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `SABLRetinaHead` having 164 external function calls",,,,
408,,,,issue,Class cohesion smell detected with 1 out of 1 classes having cohesion < 30%,,,,
409,,,,issue,Code complexity smell detected with 2 of 12 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
410,32870,6051,"@@ -49,6 +49,15 @@ class ApiClient(object):
             dataset_id (str): id of the dataset to query.
         """"""
 
+    @abc.abstractmethod
+    def fetch_bigquery_iam_policy(self, project_number, dataset_id):
+        """"""Gets IAM policy if a bigquery dataset from gcp API call.
+
+        Args:
+            project_number (str): number of the project to query.
+            dataset_id (str): id of the dataset to query.
+        """"""
+
     @abc.abstractmethod
     def iter_bigquery_datasets(self, project_number):
         """"""Iterate Datasets from GCP API.",claim,"The GIT DIFF shows that a new method named ""fetch_bigquery_iam_policy"" has been added to the ""ApiClient"" class",,,test6051_old.py,test6051_new.py
411,,,,claim,"This method takes two parameters, ""project_number"" and ""dataset_id"", and returns the IAM policy for a bigquery dataset from a GCP API call",,,,
412,,,,claim,"The method is marked as abstract with the ""@abc.abstractmethod"" decorator, indicating that it must be implemented in any subclass of ""ApiClient"".",,,,
413,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `ApiClientImpl` having 179 external function calls",,,,
414,,,,issue,Class cohesion smell detected with 1 out of 3 classes having cohesion < 30%,,,,
415,21617,5201,"@@ -21,7 +21,7 @@
 
 """"""Installation script for Python nupic package.""""""
 
-import os
+import OOOOOOOOOOOos
 import pkg_resources
 import sys
 ",claim,The code change in the GIT DIFF replaces an existing line of code,,,test5201_old.py,test5201_new.py
416,,,,claim,"The replaced line of code now imports ""OOOOOOOOOOOOos"" instead of the standard ""os""",,,,
417,,,,claim,This indicates that the code is now using a different module for operating system operations.,,,,
418,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `TestCommand` having 5 external function calls",,,,
419,9726,1667,"@@ -14,7 +14,9 @@
 
 import abc
 import logging
+import datetime
 import parameter
+import target
 import warnings
 import traceback
 import pyparsing as pp",claim,The code change represented by the GIT DIFF adds two new lines of code,,,test1667_old.py,test1667_new.py
420,,,,claim,"These lines import the ""datetime"" and ""target"" modules, indicating that the code will now be using date and time functions and target-related functions respectively.",,,,
421,,,,issue,"Shotgun smell detected with 3 classes with too many external fuctions and class with most external function calls, `Task` having 52 external function calls",,,,
422,,,,issue,Class cohesion smell detected with 1 out of 4 classes having cohesion < 30%,,,,
423,,,,issue,Code complexity smell detected with 1 of 47 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
424,29382,3930,"@@ -139,13 +139,11 @@ def build_network_url(project, network):
       The fully qualified network url for the given project/network.
     """"""
     return (u'%(root)s%(api_name)s/%(version)s/projects/%(project)s/global/'
-            'networks/%(network)s') % {
-                'api_name': API_NAME,
-                'network': network,
-                'project': project,
-                'root': API_ROOT,
-                'version': API_VERSION
-            }
+            'networks/%(network)s') % {'api_name': API_NAME,
+                                       'network': network,
+                                       'project': project,
+                                       'root': API_ROOT,
+                                       'version': API_VERSION}
 
 
 class ComputeFirewallAPI(object):",claim,The code change represented by the GIT DIFF removes unnecessary whitespace from the string formatting in the build_network_url function,,,test3930_old.py,test3930_new.py
425,,,,claim,"The formatting remains the same, but the whitespace has been removed",,,,
426,,,,claim,"This change does not affect the functionality of the code, but it improves readability and cleanliness of the code.",,,,
427,,,,issue,"Shotgun smell detected with 3 classes with too many external fuctions and class with most external function calls, `FirewallEnforcer` having 76 external function calls",,,,
428,,,,issue,Code complexity smell detected with 4 of 54 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
429,17464,3040,"@@ -103,7 +103,7 @@ def as_spark_type(tpe) -> types.DataType:
     """"""
     # TODO: Add ""boolean"" and ""string"" types.
     # ArrayType
-    if tpe in (np.ndarray,):
+    if tpe in (list, np.ndarray,):
         return types.ArrayType(types.StringType())
     elif hasattr(tpe, ""__origin__"") and issubclass(tpe.__origin__, list):
         return types.ArrayType(as_spark_type(tpe.__args__[0]))",claim,The code change in the GIT DIFF modifies an existing line of code,,,test3040_old.py,test3040_new.py
430,,,,claim,"The updated line now checks if the type ""tpe"" is in a list containing both ""list"" and ""np.ndarray""",,,,
431,,,,claim,"This suggests that the code is now considering ""np.ndarray"" and ""list"" as the same type when checking if the type ""tpe"" is in the list.",,,,
432,,,,issue,"Shotgun smell detected with 4 classes with too many external fuctions and class with most external function calls, `DataFrameType` having 9 external function calls",,,,
433,,,,issue,Code complexity smell detected with 2 of 17 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
