,id,index,diff,type,claim/issue,correctness (1/0/-1),additional claims,old_file,new_file
333,12721,4078,"@@ -10,11 +10,14 @@ import options from '../options';
  * @param {boolean} isSvg Whether or not this node is an SVG node
  */
 export function diffProps(dom, newProps, oldProps, isSvg) {
-	for (let i in newProps) {
-		if (i!=='children' && i!=='key' && (!oldProps || ((i==='value' || i==='checked') ? dom : oldProps)[i]!==newProps[i])) {
-			setProperty(dom, i, newProps[i], oldProps[i], isSvg);
+	let keys = Object.keys(newProps).sort();
+	for (let i = 0; i < keys.length; i++) {
+		let k = keys[i];
+		if (k!=='children' && k!=='key' && (!oldProps || ((k==='value' || k==='checked') ? dom : oldProps)[k]!==newProps[k])) {
+			setProperty(dom, k, newProps[k], oldProps[k], isSvg);
 		}
 	}
+
 	for (let i in oldProps) {
 		if (i!=='children' && i!=='key' && (!newProps || !(i in newProps))) {
 			setProperty(dom, i, null, oldProps[i], isSvg);",claim,The code change in the GIT DIFF modifies the way the properties are being iterated over in the `diffProps` function,,,test4078_old.js,test4078_new.js
334,,,,claim,"Instead of directly iterating over the `newProps` object, the keys are now sorted and then iterated over",,,,
335,,,,claim,This change could potentially improve the performance of the function by reducing the number of iterations and potentially improving the order of operations.,,,,
336,,,,issue,"line 12, col 1, 'export' is only available in ES6 (use 'esversion: 6').",,,,
337,,,,issue,"line 13, col 5, 'let' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
338,,,,issue,"line 14, col 10, 'let' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
339,,,,issue,"line 15, col 9, 'let' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
340,,,,issue,"line 21, col 10, 'let' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
341,14370,9649,"@@ -30,7 +30,7 @@ function ariaOwns(nodes, role) {
 		if (nodes[index] === null) {
 			continue;
 		}
-		let virtualTree = axe.utils.getNodeFromTree(axe._tree[0], nodes[index]);
+		let virtualTree = axe.utils.getNodeFromTree(nodes[index]);
 		if (owns(nodes[index], virtualTree, role, true)) {
 			return true;
 		}",claim,"The code change in the GIT DIFF modifies how the ""virtualTree"" variable is assigned",,,test9649_old.js,test9649_new.js
342,,,,claim,"Previously, it was assigned the result of the ""getNodeFromTree"" function with two arguments: ""axe._tree[0]"" and ""nodes[index]""",,,,
343,,,,claim,"Now, it is assigned the result of the same function with only one argument: ""nodes[index]""",,,,
344,,,,claim,"This suggests that the ""axe._tree[0]"" argument is no longer needed in the ""getNodeFromTree"" function call.",,,,
345,,,,issue,"line 33, col 9, 'let' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
346,17921,5013,"@@ -0,0 +1,8 @@
+import Vue from 'vue'
+import App from './App.vue'
+
+Vue.config.productionTip = false
+
+new Vue({
+  render: h => h(App),
+}).$mount('#app')",claim,The GIT DIFF shows that a new file has been added to the codebase,,,test5013_old.js,test5013_new.js
347,,,,claim,This file imports the Vue library and the App component from './App.vue',,,,
348,,,,claim,"It then configures Vue to disable the production tip and finally, it creates a new Vue instance and mounts it to the '#app' element in the DOM.",,,,
349,,,,issue,"line 1, col 1, 'import' is only available in ES6 (use 'esversion: 6').",,,,
350,,,,issue,"line 1, col 22, Missing semicolon.",,,,
351,,,,issue,"line 2, col 1, 'import' is only available in ES6 (use 'esversion: 6').",,,,
352,,,,issue,"line 2, col 28, Missing semicolon.",,,,
353,,,,issue,"line 4, col 33, Missing semicolon.",,,,
354,,,,issue,"line 7, col 13, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
355,,,,issue,"line 8, col 18, Missing semicolon.",,,,
356,33068,5803,"@@ -23,7 +23,7 @@ const viewports = require( './viewports' );
 // This will be passed through with the `backstop` command run with docker.
 if ( process.argv.includes( '--docker' ) ) {
 	const hostname = require( './detect-storybook-host' );
-	process.argv.push( `--storybook-host=${ hostname }` );
+	process.argv.push( `--storybook-host=http://${ hostname }:9001/` );
 }
 
 module.exports = {",claim,The code change in the GIT DIFF modifies an existing line of code,,,test5803_old.js,test5803_new.js
357,,,,claim,"The updated line of code now pushes the argument ""--storybook-host=http://${ hostname }:9001/"" into the process argument vector",,,,
358,,,,claim,This indicates that the storybook host is now being specified as a URL with a port number of 9001.,,,,
359,,,,issue,"line 25, col 5, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
360,,,,issue,"line 26, col 24, 'template literal syntax' is only available in ES6 (use 'esversion: 6').",,,,
361,11968,2690,"@@ -21,11 +21,18 @@ export function setComponentProps(component, props, opts, context, mountAll) {
 	if ((component.__key = props.key)) delete props.key;
 
 	if (!component.base || mountAll) {
-		if (component.componentWillMount) component.componentWillMount();
+		if (component.componentWillMount) {
+			options.warn(""'componentWillMount' is deprecated"");
+			component.componentWillMount();
+		}
 	}
 	else if (component.componentWillReceiveProps) {
+		options.warn(""'componentWillReceiveProps' is deprecated"");
 		component.componentWillReceiveProps(props, context);
 	}
+	if (component.getDerivedStateFromProps) {
+		component.setState(component.getDerivedStateFromProps(props, component.state));
+	}
 
 	if (context && context!==component.context) {
 		if (!component.prevContext) component.prevContext = component.context;",claim,The code changes include the addition of a warning message when the 'componentWillMount' method is used,,,test2690_old.js,test2690_new.js
362,,,,claim,This method is now deprecated and the code has been updated to call this method only if it exists,,,,
363,,,,claim,"The warning message is "" 'componentWillMount' is deprecated""",,,,
364,,,,claim,,,,,
365,,,,claim,"Additionally, the 'componentWillReceiveProps' method is now deprecated and a warning message is added",,,,
366,,,,claim,"The 'getDerivedStateFromProps' method, which is used to update the state based on changes to props, is also now supported",,,,
367,,,,claim,"This method is called with the new props and the current state as arguments, and the returned value is used to update the state.",,,,
368,32122,6017,"@@ -30,13 +30,17 @@ import { STORE_NAME as CORE_USER } from '../googlesitekit/datastore/user/constan
 /**
  * Gets the current dateRange string.
  *
- * @param {string} [dateRange] Optional. The date range slug.
+ * @param {string} [dateRange]      Optional. The date range slug.
+ * @param {boolean} [returnNumber]  Optional. If true, returns the number only.
  * @return {string} the date range string.
  */
-export function getCurrentDateRange( dateRange = getCurrentDateRangeSlug() ) {
+export function getCurrentDateRange( dateRange = getCurrentDateRangeSlug(), returnNumber = false ) {
 	const daysMatch = dateRange.match( /last-(\d+)-days/ );
 
 	if ( daysMatch && daysMatch[ 1 ] ) {
+		if ( returnNumber ) {
+			return parseInt( daysMatch[ 1 ], 10 );
+		}
 		return sprintf(
 			/* translators: %s: Number of days matched. */
 			_n( '%s day', '%s days', parseInt( daysMatch[ 1 ], 10 ), 'google-site-kit' ),",claim,"The code changes in the GIT DIFF add a new optional parameter ""returnNumber"" to the ""getCurrentDateRange"" function",,,test6017_old.js,test6017_new.js
369,,,,claim,"If this parameter is true, the function will return the number only when the date range matches a certain format",,,,
370,,,,claim,"The function call to ""getCurrentDateRange"" has also been updated to include this new parameter.",,,,
371,,,,issue,"line 37, col 1, 'export' is only available in ES6 (use 'esversion: 6').",,,,
372,,,,issue,"line 37, col 48, 'default parameters' is only available in ES6 (use 'esversion: 6').",,,,
373,,,,issue,"line 37, col 90, 'default parameters' is only available in ES6 (use 'esversion: 6').",,,,
374,,,,issue,"line 38, col 5, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
375,11993,108,"@@ -7,4 +7,17 @@
 axe.utils.toArray = function (thing) {
 	'use strict';
 	return Array.prototype.slice.call(thing);
-};
+};
+
+
+/**
+ * Creates an array without duplicate values from 2 array inputs
+ * @param  {Array} arr1 First array
+ * @param  {Array} arr2 Second array
+ * @return {Array}
+ */
+axe.utils.uniqueArray = (arr1, arr2) => {
+  return arr1.concat(arr2).filter((elem, pos, arr) => {
+    return arr.indexOf(elem) === pos;
+  });
+};",claim,"The GIT DIFF shows that a new function named ""uniqueArray"" has been added to the ""axe.utils"" object",,,test108_old.js,test108_new.js
376,,,,claim,This function takes two arrays as arguments and returns a new array that contains only the unique elements from the two input arrays,,,,
377,,,,claim,"The function uses the ""concat"" method to combine the two arrays and the ""filter"" method to remove any duplicate elements",,,,
378,,,,claim,"The function uses the ""indexOf"" method to check if the element is the first occurrence in the array",,,,
379,,,,claim,"If it is, it returns true, otherwise it returns false",,,,
380,,,,claim,This function is used to create an array of unique values from two input arrays.,,,,
381,,,,issue,"line 19, col 36, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
382,,,,issue,"line 20, col 50, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
383,10113,9657,"@@ -213,9 +213,10 @@ module.exports = class GoldenRetriever extends Plugin {
       this.IndexedDBStore.delete(fileID)
     })
 
-    this.core.on('core:success', (fileIDs) => {
+    this.core.on('core:complete', ({ successful }) => {
+      const fileIDs = successful.map((file) => file.id)
       this.deleteBlobs(fileIDs).then(() => {
-        this.core.log(`[GoldenRetriever] removed ${fileIDs.length} files that finished uploading`)
+        this.core.log(`RestoreFiles: removed ${successful.length} files that finished uploading`)
       })
     })
 ",claim,The code changes in this GIT DIFF involve a modification of the event handling for the 'core:complete' event,,,test9657_old.js,test9657_new.js
384,,,,claim,"Instead of using the 'fileIDs' parameter from the 'core:success' event, the 'core:complete' event now uses a 'successful' parameter, which is an array of successful files",,,,
385,,,,claim,The code then maps this array to get an array of file IDs,,,,
386,,,,claim,"The logging message has also been updated to reflect this change, replacing the 'GoldenRetriever' prefix with 'RestoreFiles'.",,,,
387,,,,issue,"line 213, col 41, Missing semicolon.",,,,
388,,,,issue,"line 214, col 7, Missing semicolon.",,,,
389,,,,issue,"line 216, col 35, 'destructuring binding' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
390,,,,issue,"line 216, col 50, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
391,,,,issue,"line 217, col 7, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
392,,,,issue,"line 217, col 43, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
393,,,,issue,"line 217, col 56, Missing semicolon.",,,,
394,,,,issue,"line 218, col 39, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
395,,,,issue,"line 219, col 23, 'template literal syntax' is only available in ES6 (use 'esversion: 6').",,,,
396,,,,issue,"line 219, col 98, Missing semicolon.",,,,
397,,,,issue,"line 220, col 9, Missing semicolon.",,,,
398,,,,issue,"line 221, col 7, Missing semicolon.",,,,
399,16892,8051,"@@ -158,6 +158,10 @@ class Server extends EventEmitter {
     // setup listeners
     this.s.pool.on('parseError', parseErrorEventHandler(this));
 
+    this.s.pool.on('drain', err => {
+      this.emit('error', err);
+    });
+
     // it is unclear whether consumers should even know about these events
     // this.s.pool.on('timeout', timeoutEventHandler(this));
     // this.s.pool.on('reconnect', reconnectEventHandler(this));",claim,The code change adds a new event listener to the 'drain' event of the 's.pool' object,,,test8051_old.js,test8051_new.js
400,,,,claim,"When this event is emitted, it emits an 'error' event with the error object passed as an argument",,,,
401,,,,claim,This suggests that the code now handles the 'drain' event and emits an error if it occurs.,,,,
402,,,,issue,"line 161, col 33, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
403,34289,1270,"@@ -46,6 +46,7 @@ domReady( () => {
 	Modules.registerModule(
 		'analytics',
 		{
+			name: 'Analytics',
 			settingsEditComponent: SettingsEdit,
 			settingsViewComponent: SettingsView,
 			setupComponent: SetupMain,",claim,The code change adds a new line to the 'analytics' module registration,,,test1270_old.js,test1270_new.js
404,,,,claim,This new line sets the module's name to 'Analytics',,,,
405,,,,claim,This change is likely for better clarity and organization in the code.,,,,
406,18747,7542,"@@ -86,7 +86,7 @@ before(function(_done) {
         }
 
         this.configuration = new TestConfiguration(parsedURI, context);
-        done();
+        client.close(done);
       });
     });
   });",claim,The code change in the GIT DIFF replaces an existing line of code,,,test7542_old.js,test7542_new.js
407,,,,claim,"The replaced line of code now calls the ""close"" method on the ""client"" object with the ""done"" callback as an argument instead of the original line of code that simply called the ""done"" function",,,,
408,,,,claim,This indicates that the code is now closing the client connection after the test configuration has been created.,,,,
409,36252,5873,"@@ -74,7 +74,7 @@ class DashboardModulesAlerts extends Component {
 						title={ notification.title || '' }
 						description={ notification.description || '' }
 						blockData={ notification.blockData || [] }
-						winImage={ notification.winImage ? `${ global._googlesitekitLegacyData.admin.assetsRoot }images/${ notification.winImage }` : '' }
+						WinImageSVG={ notification.WinImageSVG }
 						format={ notification.format || 'small' }
 						learnMoreURL={ notification.learnMoreURL || '' }
 						learnMoreDescription={ notification.learnMoreDescription || '' }",claim,The code change in the GIT DIFF replaces an existing line of code,,,test5873_old.js,test5873_new.js
410,,,,claim,"The replaced line of code now uses the ""WinImageSVG"" property from the ""notification"" object instead of the ""winImage"" property",,,,
411,,,,claim,This suggests that the code is now using an SVG image for the win image instead of a traditional image.,,,,
412,,,,issue,"line 74, col 45, Expected ':' and instead saw '.'.",,,,
413,,,,issue,"line 74, col 59, Missing semicolon.",,,,
414,,,,issue,"line 75, col 51, Expected ':' and instead saw '.'.",,,,
415,,,,issue,"line 75, col 71, Missing semicolon.",,,,
416,,,,issue,"line 76, col 49, Expected ':' and instead saw '.'.",,,,
417,,,,issue,"line 76, col 67, Missing semicolon.",,,,
418,,,,issue,"line 77, col 51, Expected ':' and instead saw '.'.",,,,
419,,,,issue,"line 77, col 65, Missing semicolon.",,,,
420,,,,issue,"line 78, col 46, Expected ':' and instead saw '.'.",,,,
421,,,,issue,"line 78, col 66, Missing semicolon.",,,,
422,,,,issue,"line 79, col 52, Expected ':' and instead saw '.'.",,,,
423,,,,issue,"line 79, col 73, Missing semicolon.",,,,
424,,,,issue,"line 80, col 60, Expected ':' and instead saw '.'.",,,,
425,,,,issue,"line 80, col 89, Missing semicolon.",,,,
426,14201,8368,"@@ -378,11 +378,12 @@ const executeOperation = (topology, operation, args, options) => {
 
   // The driver sessions spec mandates that we implicitly create sessions for operations
   // that are not explicitly provided with a session.
-  let session, opOptions;
+  let session, opOptions, owner;
   if (!options.skipSessions && topology.hasSessionSupport()) {
     opOptions = args[args.length - 2];
     if (opOptions == null || opOptions.session == null) {
-      session = topology.startSession();
+      owner = {};
+      session = topology.startSession({ owner });
       const optionsIndex = args.length - 2;
       args[optionsIndex] = Object.assign({}, args[optionsIndex], { session: session });
     } else if (opOptions.session && opOptions.session.hasEnded) {",claim,"The code changes in this GIT DIFF show that a new variable ""owner"" has been introduced to the code",,,test8368_old.js,test8368_new.js
427,,,,claim,"The ""startSession"" function is now called with an object ""{ owner }"" as an argument",,,,
428,,,,claim,This suggests that the session is now being started with an owner object,,,,
429,,,,claim,"The ""session"" and ""opOptions"" variables have also been updated to include the ""owner"" variable.",,,,
430,,,,issue,"line 381, col 3, 'let' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
431,,,,issue,"line 386, col 41, 'object short notation' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
432,,,,issue,"line 387, col 7, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
433,17217,2884,"@@ -32,9 +32,8 @@ module.exports = function(config, auth, storage) {
     });
   });
 
-  router.get('/-/logo', function(req, res) {
-    res.sendFile(_.get(config, 'web.logo') || `${env.APP_ROOT}/static/logo-sm.png`
-    );
+  router.get('/-/verdaccio/logo', function(req, res) {
+    res.send(_.get(config, 'web.logo') || '/-/static/logo.png');
   });
 
   router.get('/', function(req, res) {",claim,The code changes in the GIT DIFF show that a route has been added to the application,,,test2884_old.js,test2884_new.js
434,,,,claim,The new route is '/-/verdaccio/logo' and it sends the logo file specified in the configuration or a default logo file if the configuration does not specify a logo,,,,
435,,,,claim,The old route '/-/logo' has been removed,,,,
436,,,,claim,This suggests a change in the way the logo is being served in the application.,,,,
437,18855,8551,"@@ -46,7 +46,7 @@ export function generateRandomHexString(length: number = 8) {
 
 export function signPayload(payload: JWTPayload, secret: string, options: JWTSignOptions) {
   return jwt.sign(payload, secret, {
-    notBefore: '1000', // Make sure the time will not rollback :)
+    notBefore: '1', // Make sure the time will not rollback :)
     ...options,
   });
 }",claim,"The code change in the GIT DIFF modifies the value of the ""notBefore"" option in the JWT signing function",,,test8551_old.js,test8551_new.js
438,,,,claim,"Originally, the ""notBefore"" option was set to '1000', but it has been changed to '1'",,,,
439,,,,claim,This suggests that the time requirement for the JWT to be valid has been reduced.,,,,
440,12872,7055,"@@ -9,6 +9,9 @@ function SIN(type, payload) {
     SIN.super_.call(this, type, payload);
     return;
   }
+  if ( !Buffer.isBuffer(payload) ||  payload.length != 20)
+    throw new Error('Payload must be 20 bytes');
+
   this.data = new Buffer(1 + 1 + payload.length);
   this.converters = this.encodings['binary'].converters;
   this._encoding = this.encodings['binary']._encoding;",claim,The code change adds a new condition to the function,,,test7055_old.js,test7055_new.js
441,,,,claim,It checks if the payload is not a buffer or if the length of the payload is not 20 bytes,,,,
442,,,,claim,"If either of these conditions is true, it throws an error stating 'Payload must be 20 bytes'",,,,
443,,,,claim,This indicates that the function now validates the input payload before proceeding with the rest of the operations.,,,,
444,,,,issue,"line 16, col 35, ['binary'] is better written in dot notation.",,,,
445,,,,issue,"line 17, col 34, ['binary'] is better written in dot notation.",,,,
446,,,,issue,"line 12, col 9, 'Buffer' is not defined.",,,,
447,,,,issue,"line 15, col 19, 'Buffer' is not defined.",,,,
448,12941,3638,"@@ -93,7 +93,9 @@ export function coerceToVNode(possibleVNode) {
 
 	// Clone vnode if it has already been used. ceviche/#57
 	if (possibleVNode._dom!=null) {
-		return createVNode(possibleVNode.type, possibleVNode.props, possibleVNode.text, possibleVNode.key, null);
+		let vnode = createVNode(possibleVNode.type, possibleVNode.props, possibleVNode.text, possibleVNode.key, null);
+		vnode._dom = possibleVNode._dom;
+		return vnode;
 	}
 
 	return possibleVNode;",claim,The code change in the GIT DIFF modifies the way a new virtual node is created,,,test3638_old.js,test3638_new.js
449,,,,claim,"Previously, the function `createVNode` was directly returned",,,,
450,,,,claim,"Now, a new variable `vnode` is created and assigned the result of `createVNode`",,,,
451,,,,claim,The `_dom` property of `vnode` is then set to the `_dom` property of `possibleVNode`,,,,
452,,,,claim,The updated `vnode` is then returned,,,,
453,,,,claim,This change allows for more control over the new virtual node's properties.,,,,
454,,,,issue,"line 96, col 9, 'let' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
455,18980,1248,"@@ -669,6 +669,8 @@ const REGISTERED_HOOKS = [
    * @param {CellRange} sourceRange The range values will be filled from.
    * @param {CellRange} targetRange The range new values will be filled into.
    * @param {string} direction Declares the direction of the autofill. Possible values: `up`, `down`, `left`, `right`.
+   * @param {boolean} hasFillDataChanged Indicates whether the original fillData has been changed in
+   *                                     the `beforeAutofill` hook.
    */
   'afterAutofill',
 ",claim,The code change adds a new parameter to the 'afterAutofill' hook function,,,test1248_old.js,test1248_new.js
456,,,,claim,"The new parameter, 'hasFillDataChanged', is a boolean that indicates whether the original fillData has been changed in the 'beforeAutofill' hook",,,,
457,,,,claim,This suggests that the 'afterAutofill' hook now has an additional check to see if the fillData has been changed before autofill.,,,,
458,7738,3225,"@@ -335,6 +335,8 @@ public class Camera extends Plugin {
       returnBase64(call, exif, bitmapOutputStream);
     } else if (settings.getResultType() == CameraResultType.URI) {
       returnFileURI(call, exif, bitmap, u, bitmapOutputStream);
+    } else if (settings.getResultType() == CameraResultType.BASE64NOMETADATA) {
+      returnBase64NoMetadata(call, exif, bitmapOutputStream);
     } else {
       call.reject(INVALID_RESULT_TYPE_ERROR);
     }",claim,"The code change adds a new else-if block that checks if the result type is ""BASE64NOMETADATA""",,,test3225_old.js,test3225_new.js
459,,,,claim,"If it is, the function ""returnBase64NoMetadata"" is called",,,,
460,,,,claim,This suggests that the code now supports returning a base64 encoded image without metadata.,,,,
461,11031,4668,"@@ -99,6 +99,10 @@ module.exports = function(config) {
 		customLaunchers: sauceLabs ? sauceLabsLaunchers : travisLaunchers,
 
 		files: [
+			// We can't load this up front because it's ES2015 and we need it only
+			// for certain tests that run under those conditions. We also can't load
+			// it via CDN because { included: false } won't work.
+			{ pattern: 'custom-elements-es5-adapter.js', included: false },
 			{ pattern: 'polyfills.js', watched: false },
 			{ pattern: '{browser,shared}/**.js', watched: false }
 		],",claim,The code change adds a new block of code that defines a file pattern for 'custom-elements-es5-adapter.js',,,test4668_old.js,test4668_new.js
462,,,,claim,This file is not included in the test files,,,,
463,,,,claim,The comment explains that the file cannot be loaded upfront because it's in ES2015 and needed only for certain tests that run under those conditions,,,,
464,,,,claim,It also cannot be loaded via CDN because { included: false } will not work.,,,,
465,11947,1720,"@@ -34,6 +34,8 @@ function assertServerError (res) {
 }
 
 module.exports = class AwsS3Multipart extends Plugin {
+  static VERSION = require('../package.json').version
+
   constructor (uppy, opts) {
     super(uppy, opts)
     this.type = 'uploader'",claim,The code change adds a new line that defines a static version property for the AwsS3Multipart class,,,test1720_old.js,test1720_new.js
466,,,,claim,The version is retrieved from the package.json file located in the parent directory,,,,
467,,,,claim,This indicates that the code now includes versioning information in the class.,,,,
468,,,,issue,"line 36, col 18, 'class' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
469,,,,issue,"line 37, col 18, Class properties must be methods. Expected '(' but instead saw '='.",,,,
470,,,,issue,"line 37, col 28, Expected an identifier and instead saw '../package.json'.",,,,
471,,,,issue,"line 37, col 45, 'function closure expressions' is only available in Mozilla JavaScript extensions (use moz option).",,,,
472,,,,issue,"line 37, col 46, Expected an identifier and instead saw '.'.",,,,
473,,,,issue,"line 39, col 3, Class properties must be methods. Expected '(' but instead saw 'constructor'.",,,,
474,,,,issue,"line 40, col 22, Missing semicolon.",,,,
475,,,,issue,"line 41, col 27, Missing semicolon.",,,,
476,12081,4891,"@@ -10,6 +10,17 @@ export function extend(obj, props) {
 	return obj;
 }
 
+/** Invoke or update a ref, depending on whether it is a function or object ref.
+ *  @param {object|function} [ref=null]
+ *  @param {any} [value]
+ */
+export function applyRef(ref, value) {
+	if (ref!=null) {
+		if (typeof ref=='function') ref(value);
+		else ref.current = value;
+	}
+}
+
 /**
  * Call a function asynchronously, as soon as possible. Makes
  * use of HTML Promise to schedule the callback if available,",claim,"The GIT DIFF shows that a new function named ""applyRef"" has been added to the code",,,test4891_old.js,test4891_new.js
477,,,,claim,"This function takes two parameters, a reference and a value, and applies the value to the reference",,,,
478,,,,claim,The reference can be either a function or an object reference,,,,
479,,,,claim,"If the reference is a function, it is invoked with the value",,,,
480,,,,claim,"If the reference is an object reference, the ""current"" property of the reference is updated with the value",,,,
481,,,,claim,"If the reference is null, the function does nothing",,,,
482,,,,claim,This function is used to handle and update references in a flexible manner.,,,,
483,,,,issue,"line 17, col 1, 'export' is only available in ES6 (use 'esversion: 6').",,,,
484,11101,15,"@@ -1,8 +1,6 @@
 /*exported DqElement */
 
 function truncate(str, maxLength) {
-	'use strict';
-
 	maxLength = maxLength || 300;
 
 	if (str.length > maxLength) {",claim,"The code change represented by the GIT DIFF removes a line of code that was previously used to enable strict mode in the function ""truncate""",,,test15_old.js,test15_new.js
485,,,,claim,"This means that the function will now run in a more strict mode, which can help catch errors and prevent potential issues.",,,,
486,15194,8052,"@@ -368,6 +368,15 @@ function processNewChange(args) {
   const change = args.change;
   const callback = args.callback;
   const eventEmitter = args.eventEmitter || false;
+
+  if (changeStream.isClosed()) {
+    if (eventEmitter) return;
+
+    const error = new Error('ChangeStream is closed');
+    if (typeof callback === 'function') return callback(error, null);
+    return changeStream.promiseLibrary.reject(error);
+  }
+
   const topology = changeStream.topology;
   const options = changeStream.cursor.options;
 ",claim,The code change adds a new conditional block that checks if the change stream is closed,,,test8052_old.js,test8052_new.js
487,,,,claim,"If the change stream is closed, it checks if the event emitter is present",,,,
488,,,,claim,"If the event emitter is present, it returns immediately",,,,
489,,,,claim,"If the event emitter is not present, it creates an error object with the message 'ChangeStream is closed' and checks the type of the callback",,,,
490,,,,claim,"If the callback is a function, it returns the error object",,,,
491,,,,claim,"If the callback is not a function, it rejects the error object using the promise library.",,,,
492,,,,issue,"line 368, col 3, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
493,,,,issue,"line 369, col 3, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
494,,,,issue,"line 370, col 3, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
495,,,,issue,"line 375, col 5, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
496,,,,issue,"line 380, col 3, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
497,,,,issue,"line 381, col 3, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
498,20131,8014,"@@ -0,0 +1,18 @@
+import path from 'path';
+import execa from 'execa';
+import {
+  displayErrorMessage
+} from '../../scripts/utils/console.mjs';
+
+((async function() {
+  try {
+    await execa('npm', ['run', 'swap-package-links'], {
+      cwd: path.resolve(process.cwd(), '..'),
+      stdio: 'inherit'
+    });
+
+  } catch (error) {
+    displayErrorMessage('Error running the script.');
+    process.exit(error.exitCode);
+  }
+})());",claim,The GIT DIFF shows that a new file has been added,,,test8014_old.js,test8014_new.js
499,,,,claim,"This file imports the 'path' and 'execa' modules, and the 'displayErrorMessage' function from the 'console.mjs' script in the 'scripts/utils' directory",,,,
500,,,,claim,,,,,
501,,,,claim,A new asynchronous function is then defined,,,,
502,,,,claim,"Within this function, an 'execa' command is run to swap package links",,,,
503,,,,claim,"The 'cwd' option is set to the parent directory of the current working directory, and the 'stdio' option is set to 'inherit', which means that the standard input, output, and error will be inherited from the parent process",,,,
504,,,,claim,,,,,
505,,,,claim,"If an error occurs during this operation, the 'displayErrorMessage",,,,
506,,,,issue,"line 1, col 1, 'import' is only available in ES6 (use 'esversion: 6').",,,,
507,,,,issue,"line 2, col 1, 'import' is only available in ES6 (use 'esversion: 6').",,,,
508,,,,issue,"line 3, col 1, 'import' is only available in ES6 (use 'esversion: 6').",,,,
509,,,,issue,"line 7, col 3, 'async functions' is only available in ES8 (use 'esversion: 8').",,,,
510,15120,9835,"@@ -7,7 +7,9 @@ module.exports = {
   },
   extends: [
     'airbnb',
-    'plugin:@typescript-eslint/recommended',
+    ""eslint:recommended"",
+    ""plugin:@typescript-eslint/eslint-recommended"",
+    ""plugin:@typescript-eslint/recommended"",
     'prettier',
     'prettier/@typescript-eslint',
     'plugin:prettier/recommended',",claim,The code change in the GIT DIFF replaces a single line of code with three new lines,,,test9835_old.js,test9835_new.js
511,,,,claim,"The removed line was importing the ""@typescript-eslint/recommended"" plugin from the eslint configuration",,,,
512,,,,claim,"The added lines are importing ""eslint:recommended"", ""plugin:@typescript-eslint/eslint-recommended"", and ""plugin:@typescript-eslint/recommended"" from the eslint configuration",,,,
513,,,,claim,"This suggests that the code is now using a more comprehensive set of rules from the eslint configuration, including both the core eslint recommended rules and the typescript-specific rules.",,,,
514,13439,5492,"@@ -0,0 +1,18 @@
+/* global dom */
+
+/**
+ * Get all descendents that are focusable from a given node
+ * @method getFocusableElements
+ * @memberof axe.commons.dom
+ * @instance
+ * @param  {Object} virtualNode The virtualNode to assess
+ * @return {Boolean}
+ */
+dom.getFocusableElements = function getFocusableElements(virtualNode) {
+	const descendents = axe.utils.querySelectorAll(virtualNode, '*');
+	const focusableElms = descendents.filter(({ actualNode: el }) => {
+		const isElFocusable = dom.isFocusable(el);
+		return isElFocusable;
+	});
+	return focusableElms;
+};",claim,"The GIT DIFF shows the addition of a new function named ""getFocusableElements"" in the ""dom"" object",,,test5492_old.js,test5492_new.js
