id,index,diff,claim,correctness (1/0/-1/-2),based on diff,additional claims,old_file,new_file
32122,6017,"@@ -30,13 +30,17 @@ import { STORE_NAME as CORE_USER } from '../googlesitekit/datastore/user/constan
 /**
  * Gets the current dateRange string.
  *
- * @param {string} [dateRange] Optional. The date range slug.
+ * @param {string} [dateRange]      Optional. The date range slug.
+ * @param {boolean} [returnNumber]  Optional. If true, returns the number only.
  * @return {string} the date range string.
  */
-export function getCurrentDateRange( dateRange = getCurrentDateRangeSlug() ) {
+export function getCurrentDateRange( dateRange = getCurrentDateRangeSlug(), returnNumber = false ) {
 	const daysMatch = dateRange.match( /last-(\d+)-days/ );
 
 	if ( daysMatch && daysMatch[ 1 ] ) {
+		if ( returnNumber ) {
+			return parseInt( daysMatch[ 1 ], 10 );
+		}
 		return sprintf(
 			/* translators: %s: Number of days matched. */
 			_n( '%s day', '%s days', parseInt( daysMatch[ 1 ], 10 ), 'google-site-kit' ),",The function signature of `getCurrentDateRange` has been modified to include an additional parameter `returnNumber`.,,,,test6017_old.js,test6017_new.js
,,,The `returnNumber` parameter is optional and its default value is set to `false`.,,,,,
,,,"A new condition has been added to the `getCurrentDateRange` function. If `returnNumber` is true, the function will return the number of days matched as an integer.",,,,,
,,,"The `getCurrentDateRange` function can now be used with an additional parameter `returnNumber`. This allows the function to either return the date range string or the number of days matched, depending on the value of `returnNumber`.",,,,,
,,,The default behavior,,,,,
11993,108,"@@ -7,4 +7,17 @@
 axe.utils.toArray = function (thing) {
 	'use strict';
 	return Array.prototype.slice.call(thing);
-};
+};
+
+
+/**
+ * Creates an array without duplicate values from 2 array inputs
+ * @param  {Array} arr1 First array
+ * @param  {Array} arr2 Second array
+ * @return {Array}
+ */
+axe.utils.uniqueArray = (arr1, arr2) => {
+  return arr1.concat(arr2).filter((elem, pos, arr) => {
+    return arr.indexOf(elem) === pos;
+  });
+};",A new function called `axe.utils.uniqueArray` has been added.,,,,test108_old.js,test108_new.js
,,,"This function takes two parameters, `arr1` and `arr2`, which are arrays.",,,,,
,,,The function concatenates `arr1` and `arr2` and then filters out any duplicate values.,,,,,
,,,The filter condition checks if the index of the current element is equal to the position of the first occurrence of the element in the array.,,,,,
,,,The addition of the `axe.utils.uniqueArray` function provides a new utility for creating an array without duplicate values.,,,,,
,,,This could be used in various parts of the code where duplicate values need to be removed,,,,,
10113,9657,"@@ -213,9 +213,10 @@ module.exports = class GoldenRetriever extends Plugin {
       this.IndexedDBStore.delete(fileID)
     })
 
-    this.core.on('core:success', (fileIDs) => {
+    this.core.on('core:complete', ({ successful }) => {
+      const fileIDs = successful.map((file) => file.id)
       this.deleteBlobs(fileIDs).then(() => {
-        this.core.log(`[GoldenRetriever] removed ${fileIDs.length} files that finished uploading`)
+        this.core.log(`RestoreFiles: removed ${successful.length} files that finished uploading`)
       })
     })
 ",The event listener for the 'core:success' event has been replaced with an event listener for the 'core:complete' event.,,,,test9657_old.js,test9657_new.js
,,,"The callback function for the 'core:complete' event now receives an object as an argument, which contains an array of 'successful' files.",,,,,
,,,"The 'fileIDs' variable is no longer needed, as the 'successful' files' IDs can be directly accessed from the 'successful' array.",,,,,
,,,The logging message has been updated to reflect the new event and the new way of accessing the 'successful' files' IDs.,,,,,
,,,"The code now handles the 'core:complete' event, which",,,,,
16892,8051,"@@ -158,6 +158,10 @@ class Server extends EventEmitter {
     // setup listeners
     this.s.pool.on('parseError', parseErrorEventHandler(this));
 
+    this.s.pool.on('drain', err => {
+      this.emit('error', err);
+    });
+
     // it is unclear whether consumers should even know about these events
     // this.s.pool.on('timeout', timeoutEventHandler(this));
     // this.s.pool.on('reconnect', reconnectEventHandler(this));",A new event listener has been added to the 'drain' event of the pool in the server.,,,,test8051_old.js,test8051_new.js
,,,"When the 'drain' event is emitted, an error is emitted from the server with the error message.",,,,,
,,,"The server will now be notified when the pool is drained, which could mean that there are no more available connections in the pool.",,,,,
,,,"This could potentially lead to errors being thrown when the 'drain' event is emitted, as it is now possible for the server to emit errors.",,,,,
,,,"The addition of this event listener could potentially increase the number of error events emitted from the server, depending on the frequency and sever",,,,,
34289,1270,"@@ -46,6 +46,7 @@ domReady( () => {
 	Modules.registerModule(
 		'analytics',
 		{
+			name: 'Analytics',
 			settingsEditComponent: SettingsEdit,
 			settingsViewComponent: SettingsView,
 			setupComponent: SetupMain,",A new property named 'name' has been added to the object passed to the 'registerModule' function.,,,,test1270_old.js,test1270_new.js
,,,The value of this new property is set to the string 'Analytics'.,,,,,
,,,The addition of the 'name' property could be used to identify or refer to this module in the application.,,,,,
,,,"This change could potentially affect any functionality that relies on the structure of the object passed to the 'registerModule' function, as the addition of the 'name' property might now be mandatory.",,,,,
,,,"If other parts of the code are not updated to handle this new property, it could lead to errors or unexpected behavior.",,,,,
18747,7542,"@@ -86,7 +86,7 @@ before(function(_done) {
         }
 
         this.configuration = new TestConfiguration(parsedURI, context);
-        done();
+        client.close(done);
       });
     });
   });",The function `done()` has been replaced with `client.close(done)`.,,,,test7542_old.js,test7542_new.js
,,,The `done()` function is no longer being called after the `configuration` object has been created.,,,,,
,,,The `client.close(done)` function is now being called instead. This could mean that the client connection will be closed after the `done` function has been executed.,,,,,
,,,This change could potentially affect any other parts of the code that rely on the `done()` function being called after the `configuration` object is created.,,,,,
,,,"The `client.close(done)` function might also have implications for the `done` function, as it might",,,,,
36252,5873,"@@ -74,7 +74,7 @@ class DashboardModulesAlerts extends Component {
 						title={ notification.title || '' }
 						description={ notification.description || '' }
 						blockData={ notification.blockData || [] }
-						winImage={ notification.winImage ? `${ global._googlesitekitLegacyData.admin.assetsRoot }images/${ notification.winImage }` : '' }
+						WinImageSVG={ notification.WinImageSVG }
 						format={ notification.format || 'small' }
 						learnMoreURL={ notification.learnMoreURL || '' }
 						learnMoreDescription={ notification.learnMoreDescription || '' }",The property name 'winImage' has been changed to 'WinImageSVG' in the DashboardModulesAlerts component.,,,,test5873_old.js,test5873_new.js
,,,"The value of the 'WinImageSVG' property is now being assigned directly from the 'notification.WinImageSVG' object, instead of being constructed from the 'notification.winImage' object.",,,,,
,,,"This change implies that the 'WinImageSVG' property is now expected to hold an SVG image, instead of a URL to an image.",,,,,
,,,Any code that relies on the 'winImage' property being a URL to an image will need to be updated to accommodate this change.,,,,,
,,,If the ',,,,,
14201,8368,"@@ -378,11 +378,12 @@ const executeOperation = (topology, operation, args, options) => {
 
   // The driver sessions spec mandates that we implicitly create sessions for operations
   // that are not explicitly provided with a session.
-  let session, opOptions;
+  let session, opOptions, owner;
   if (!options.skipSessions && topology.hasSessionSupport()) {
     opOptions = args[args.length - 2];
     if (opOptions == null || opOptions.session == null) {
-      session = topology.startSession();
+      owner = {};
+      session = topology.startSession({ owner });
       const optionsIndex = args.length - 2;
       args[optionsIndex] = Object.assign({}, args[optionsIndex], { session: session });
     } else if (opOptions.session && opOptions.session.hasEnded) {",The code has been modified to include a new variable 'owner' in the 'executeOperation' function.,,,,test8368_old.js,test8368_new.js
,,,The 'owner' variable is initialized as an empty object.,,,,,
,,,"The 'session' is now started with the 'owner' object as an argument, instead of being started without any arguments.",,,,,
,,,The addition of the 'owner' object when starting a session could be used for session management or tracking purposes.,,,,,
,,,This change could potentially affect any functionality that relies on the session not having an 'owner'.,,,,,
,,,"If other parts of the code are not updated to handle the 'owner' object when starting a session, this could lead to unexpected behavior or errors.",,,,,
17217,2884,"@@ -32,9 +32,8 @@ module.exports = function(config, auth, storage) {
     });
   });
 
-  router.get('/-/logo', function(req, res) {
-    res.sendFile(_.get(config, 'web.logo') || `${env.APP_ROOT}/static/logo-sm.png`
-    );
+  router.get('/-/verdaccio/logo', function(req, res) {
+    res.send(_.get(config, 'web.logo') || '/-/static/logo.png');
   });
 
   router.get('/', function(req, res) {",The route for serving the logo has been changed from '/-/logo' to '/-/verdaccio/logo'.,,,,test2884_old.js,test2884_new.js
,,,"The logic for sending the logo file has been modified. Previously, if the 'web.logo' configuration was not found, the server would send the 'logo-sm.png' file from the 'static' directory. Now, if the 'web.logo' configuration is not found, the server will send the 'logo.png' file from the '/-/static' directory.",,,,,
,,,The change in route might affect how the logo is accessed by other parts of the application. If there are references to the old route '/-/logo',,,,,
18855,8551,"@@ -46,7 +46,7 @@ export function generateRandomHexString(length: number = 8) {
 
 export function signPayload(payload: JWTPayload, secret: string, options: JWTSignOptions) {
   return jwt.sign(payload, secret, {
-    notBefore: '1000', // Make sure the time will not rollback :)
+    notBefore: '1', // Make sure the time will not rollback :)
     ...options,
   });
 }",The value of the 'notBefore' option in the 'jwt.sign' function has been changed from '1000' to '1'.,,,,test8551_old.js,test8551_new.js
,,,"The 'notBefore' option is used to specify the time before which the JWT MUST NOT be accepted for processing. By reducing the value of 'notBefore' from '1000' to '1', the JWT will now be accepted for processing 999 seconds after the time specified by the 'notBefore' option. This could potentially allow for more time for the system to process the JWT before it is no longer valid.",,,,,
,,,This change could potentially affect the authentication process as,,,,,
12872,7055,"@@ -9,6 +9,9 @@ function SIN(type, payload) {
     SIN.super_.call(this, type, payload);
     return;
   }
+  if ( !Buffer.isBuffer(payload) ||  payload.length != 20)
+    throw new Error('Payload must be 20 bytes');
+
   this.data = new Buffer(1 + 1 + payload.length);
   this.converters = this.encodings['binary'].converters;
   this._encoding = this.encodings['binary']._encoding;","Two lines of code have been added to the function SIN(type, payload).",,,,test7055_old.js,test7055_new.js
,,,The added code checks if the 'payload' is not a buffer or if its length is not equal to 20.,,,,,
,,,"If the 'payload' is not a buffer or its length is not 20, an error is thrown with the message 'Payload must be 20 bytes'.",,,,,
,,,The added code ensures that the 'payload' is a buffer of exactly 20 bytes.,,,,,
,,,This could prevent potential errors or unexpected behavior in the subsequent code if the 'payload' is not a buffer or its length is not 20.,,,,,
12941,3638,"@@ -93,7 +93,9 @@ export function coerceToVNode(possibleVNode) {
 
 	// Clone vnode if it has already been used. ceviche/#57
 	if (possibleVNode._dom!=null) {
-		return createVNode(possibleVNode.type, possibleVNode.props, possibleVNode.text, possibleVNode.key, null);
+		let vnode = createVNode(possibleVNode.type, possibleVNode.props, possibleVNode.text, possibleVNode.key, null);
+		vnode._dom = possibleVNode._dom;
+		return vnode;
 	}
 
 	return possibleVNode;",The function `coerceToVNode` has been modified to create a new variable `vnode` which is assigned the result of the `createVNode` function.,,,,test3638_old.js,test3638_new.js
,,,"The `createVNode` function is now called with the same parameters as before, but the `_dom` property of `possibleVNode` is now assigned to `vnode._dom`.",,,,,
,,,The function now returns the `vnode` variable instead of directly returning the result of the `createVNode` function.,,,,,
,,,"The `vnode` variable now holds a reference to the `_dom` property of `possibleVNode`, which could potentially affect the behavior of the program",,,,,
18980,1248,"@@ -669,6 +669,8 @@ const REGISTERED_HOOKS = [
    * @param {CellRange} sourceRange The range values will be filled from.
    * @param {CellRange} targetRange The range new values will be filled into.
    * @param {string} direction Declares the direction of the autofill. Possible values: `up`, `down`, `left`, `right`.
+   * @param {boolean} hasFillDataChanged Indicates whether the original fillData has been changed in
+   *                                     the `beforeAutofill` hook.
    */
   'afterAutofill',
 ",A new parameter has been added to the function in the code.,,,,test1248_old.js,test1248_new.js
,,,The new parameter is a boolean type named 'hasFillDataChanged'.,,,,,
,,,The parameter indicates whether the original 'fillData' has been changed in the 'beforeAutofill' hook.,,,,,
,,,The function will now have a new behavior depending on the value of 'hasFillDataChanged'.,,,,,
,,,"If 'hasFillDataChanged' is true, the function may perform different operations compared to when 'hasFillDataChanged' is false.",,,,,
,,,"This change could affect the functionality of the 'afterAutofill' hook, potentially affecting the autofill feature.",,,,,
,,,The change could,,,,,
7738,3225,"@@ -335,6 +335,8 @@ public class Camera extends Plugin {
       returnBase64(call, exif, bitmapOutputStream);
     } else if (settings.getResultType() == CameraResultType.URI) {
       returnFileURI(call, exif, bitmap, u, bitmapOutputStream);
+    } else if (settings.getResultType() == CameraResultType.BASE64NOMETADATA) {
+      returnBase64NoMetadata(call, exif, bitmapOutputStream);
     } else {
       call.reject(INVALID_RESULT_TYPE_ERROR);
     }",An additional condition has been added to the existing if-else block in the Camera class.,,,,test3225_old.js,test3225_new.js
,,,This new condition checks if the result type of the camera settings is equal to CameraResultType.BASE64NOMETADATA.,,,,,
,,,"If the result type is BASE64NOMETADATA, the method returnBase64NoMetadata is called with the parameters call, exif, and bitmapOutputStream.",,,,,
,,,"The added condition allows the application to handle a new result type, BASE64NOMETADATA, from the camera settings.",,,,,
,,,The method returnBase64NoMetadata must be implemented elsewhere in the codebase and should,,,,,
11031,4668,"@@ -99,6 +99,10 @@ module.exports = function(config) {
 		customLaunchers: sauceLabs ? sauceLabsLaunchers : travisLaunchers,
 
 		files: [
+			// We can't load this up front because it's ES2015 and we need it only
+			// for certain tests that run under those conditions. We also can't load
+			// it via CDN because { included: false } won't work.
+			{ pattern: 'custom-elements-es5-adapter.js', included: false },
 			{ pattern: 'polyfills.js', watched: false },
 			{ pattern: '{browser,shared}/**.js', watched: false }
 		],",A comment has been added to explain that the 'custom-elements-es5-adapter.js' file cannot be loaded upfront because it's in ES2015 and needs to be loaded only for certain tests that run under those conditions.,,,,test4668_old.js,test4668_new.js
,,,The 'custom-elements-es5-adapter.js' file is now being loaded only when the 'included' option is set to 'false'. This is because the file cannot be loaded via a CDN and the { included: false } option will not work.,,,,,
,,,The addition of the 'custom-elements-es5-adapter.js' file means that it will now only be loaded when,,,,,
11947,1720,"@@ -34,6 +34,8 @@ function assertServerError (res) {
 }
 
 module.exports = class AwsS3Multipart extends Plugin {
+  static VERSION = require('../package.json').version
+
   constructor (uppy, opts) {
     super(uppy, opts)
     this.type = 'uploader'",A new static property called VERSION has been added to the AwsS3Multipart class.,,,,test1720_old.js,test1720_new.js
,,,The value of this new property is set to the version of the package obtained from the '../package.json' file.,,,,,
,,,The AwsS3Multipart class now has a version property that can be accessed through the class itself.,,,,,
,,,This could be useful for keeping track of the version of the AwsS3Multipart class or for logging or debugging purposes.,,,,,
,,,"If the version in the '../package.json' file is not properly maintained or updated, it could potentially lead to incorrect version information being stored in the VERSION property.",,,,,
12081,4891,"@@ -10,6 +10,17 @@ export function extend(obj, props) {
 	return obj;
 }
 
+/** Invoke or update a ref, depending on whether it is a function or object ref.
+ *  @param {object|function} [ref=null]
+ *  @param {any} [value]
+ */
+export function applyRef(ref, value) {
+	if (ref!=null) {
+		if (typeof ref=='function') ref(value);
+		else ref.current = value;
+	}
+}
+
 /**
  * Call a function asynchronously, as soon as possible. Makes
  * use of HTML Promise to schedule the callback if available,",A new function called `applyRef` has been added.,,,,test4891_old.js,test4891_new.js
,,,This function takes two parameters: `ref` and `value`.,,,,,
,,,The function checks if `ref` is not null.,,,,,
,,,"If `ref` is a function, it is invoked with `value` as an argument.",,,,,
,,,"If `ref` is an object, its `current` property is updated with `value`.",,,,,
,,,This function can be used to update a ref in a React component.,,,,,
,,,"It can handle both functions and objects as refs, which can make the code more flexible.",,,,,
,,,The function checks if `ref` is not null before attempting,,,,,
11101,15,"@@ -1,8 +1,6 @@
 /*exported DqElement */
 
 function truncate(str, maxLength) {
-	'use strict';
-
 	maxLength = maxLength || 300;
 
 	if (str.length > maxLength) {","The 'use strict' directive has been removed from the code. This directive was used to enable strict mode in the function, which could potentially improve the performance of the code by making it more efficient.",,,,test15_old.js,test15_new.js
,,,"The removal of the 'use strict' directive could potentially disable strict mode, which could lead to less strict or less strict-like behavior in the function. This could make the code less error-prone and less likely to have unexpected behavior.",,,,,
,,,"However, this change could also potentially enable less strict or less strict-like behavior, depending on the context in which the function is used. This could make the code less efficient or less performant.",,,,,
15194,8052,"@@ -368,6 +368,15 @@ function processNewChange(args) {
   const change = args.change;
   const callback = args.callback;
   const eventEmitter = args.eventEmitter || false;
+
+  if (changeStream.isClosed()) {
+    if (eventEmitter) return;
+
+    const error = new Error('ChangeStream is closed');
+    if (typeof callback === 'function') return callback(error, null);
+    return changeStream.promiseLibrary.reject(error);
+  }
+
   const topology = changeStream.topology;
   const options = changeStream.cursor.options;
 ",A new condition has been added to check if the changeStream is closed.,,,,test8052_old.js,test8052_new.js
,,,"If the changeStream is closed and an eventEmitter is provided, the function will return immediately.",,,,,
,,,"If the changeStream is closed and no eventEmitter is provided, a new Error object is created with the message 'ChangeStream is closed'.",,,,,
,,,"The function will then check if a callback function is provided. If it is, the error is passed to the callback and the function returns.",,,,,
,,,"If no callback is provided, the error is rejected in the promise library of the changeStream.",,,,,
,,,The function will now handle the scenario where the changeStream is closed. This,,,,,
20131,8014,"@@ -0,0 +1,18 @@
+import path from 'path';
+import execa from 'execa';
+import {
+  displayErrorMessage
+} from '../../scripts/utils/console.mjs';
+
+((async function() {
+  try {
+    await execa('npm', ['run', 'swap-package-links'], {
+      cwd: path.resolve(process.cwd(), '..'),
+      stdio: 'inherit'
+    });
+
+  } catch (error) {
+    displayErrorMessage('Error running the script.');
+    process.exit(error.exitCode);
+  }
+})());",The code introduces new import statements for the 'path' and 'execa' modules.,,,,test8014_old.js,test8014_new.js
,,,It also imports the 'displayErrorMessage' function from the 'console.mjs' file in the 'utils' directory.,,,,,
,,,A new asynchronous function is defined and executed immediately.,,,,,
,,,"Inside this function, an asynchronous call to 'execa' is made with 'npm' as the command and 'swap-package-links' as an argument. The 'cwd' option is set to the parent directory of the current working directory.",,,,,
,,,"The 'stdio' option is set to 'inherit', which means that the standard input, output, and error streams will be inherited from",,,,,
15120,9835,"@@ -7,7 +7,9 @@ module.exports = {
   },
   extends: [
     'airbnb',
-    'plugin:@typescript-eslint/recommended',
+    ""eslint:recommended"",
+    ""plugin:@typescript-eslint/eslint-recommended"",
+    ""plugin:@typescript-eslint/recommended"",
     'prettier',
     'prettier/@typescript-eslint',
     'plugin:prettier/recommended',",The 'plugin:@typescript-eslint/recommended' rule has been removed from the 'extends' array.,,,,test9835_old.js,test9835_new.js
,,,"Three new rules have been added to the 'extends' array: ""eslint:recommended"", ""plugin:@typescript-eslint/eslint-recommended"", and ""plugin:@typescript-eslint/recommended"".",,,,,
,,,The removal of 'plugin:@typescript-eslint/recommended' rule implies that the 'recommended' rules provided by the '@typescript-eslint/eslint-plugin' will no longer be applied. This could potentially lead to different or fewer rules,,,,,
13439,5492,"@@ -0,0 +1,18 @@
+/* global dom */
+
+/**
+ * Get all descendents that are focusable from a given node
+ * @method getFocusableElements
+ * @memberof axe.commons.dom
+ * @instance
+ * @param  {Object} virtualNode The virtualNode to assess
+ * @return {Boolean}
+ */
+dom.getFocusableElements = function getFocusableElements(virtualNode) {
+	const descendents = axe.utils.querySelectorAll(virtualNode, '*');
+	const focusableElms = descendents.filter(({ actualNode: el }) => {
+		const isElFocusable = dom.isFocusable(el);
+		return isElFocusable;
+	});
+	return focusableElms;
+};",A new function called `getFocusableElements` has been added to the `dom` object.,,,,test5492_old.js,test5492_new.js
,,,This function takes a `virtualNode` as an argument and returns all focusable elements from that node.,,,,,
,,,The function uses the `axe.utils.querySelectorAll` method to get all descendents of the `virtualNode`.,,,,,
,,,"It then filters these descendents to only include those that are focusable, as determined by the `dom.isFocusable` method.",,,,,
,,,"This change allows for easier retrieval of focusable elements from a given node, which can be useful for accessibility testing or other purposes.",,,,,
,,,The `getFocusable,,,,,
18070,8514,"@@ -1,8 +1,10 @@
+import {CREDENTIALS} from ""../config.func"";
+
 module.exports = function(server) {
 
     test('who am I?', () => {
       return server.whoami().then(function (username) {
-        expect(username).toMatch('test');
+        expect(username).toMatch(CREDENTIALS.user);
       });
     });
 ",The code has been modified to import the CREDENTIALS object from the config.func file.,,,,test8514_old.js,test8514_new.js
,,,The test case for the function server.whoami() has been updated to expect the username to match the user credential from the imported CREDENTIALS object.,,,,,
,,,The change implies that the test is now expecting the username to match the user credential from the configuration file instead of a hardcoded 'test'.,,,,,
,,,"This could mean that the test is now more robust and is not just checking if the username matches 'test', but also matches the user credential from the configuration file.",,,,,
,,,If the CREDENTIALS.user does not exist,,,,,
10224,1903,"@@ -214,7 +214,7 @@ describe('Components', () => {
 
 		let good, bad;
 		let root = render(<GoodContainer ref={c=>good=c} />, scratch);
-		expect(scratch.innerText, 'new component with key present').to.equal('A\nB');
+		expect(scratch.textContent, 'new component with key present').to.equal('AB');
 		expect(Comp.prototype.componentWillMount).to.have.been.calledTwice;
 		expect(sideEffect).to.have.been.calledTwice;
 ",The code change is in the assertion of the expected output of the innerText of the scratch object.,,,,test1903_old.js,test1903_new.js
,,,The expected output was 'A\nB' and it has been changed to 'AB'.,,,,,
,,,The change in the expected output from 'A\nB' to 'AB' suggests that the actual output may no longer be as expected after the changes have been made.,,,,,
,,,"This could potentially lead to the test failing, indicating that the component is not functioning as expected after the changes have been made.",,,,,
,,,"The change could also potentially affect the visual representation of the component, as innerText and textContent may have different behaviors in different contexts.",,,,,
11790,5582,"@@ -0,0 +1,13 @@
+/**
+ * Returns the tagName,
+ * if it is a HTMLElement it gets lowercased
+ * @param  {Element} node element
+ * @return {String}       normalized tagName
+ */
+axe.utils.getTagName = function(node) {
+	if (node.namespaceURI === 'http://www.w3.org/1999/xhtml') {
+		return node.tagName.toLowerCase();
+	}
+
+	return node.tagName;
+};",A new function called `axe.utils.getTagName` has been added.,,,,test5582_old.js,test5582_new.js
,,,This function takes an `element` as a parameter.,,,,,
,,,The function checks if the `namespaceURI` of the element is equal to 'http://www.w3.org/1999/xhtml'.,,,,,
,,,"If the `namespaceURI` is equal to 'http://www.w3.org/1999/xhtml', the function returns the lowercased `tagName` of the element.",,,,,
,,,"If the `namespaceURI` is not equal to 'http://www.w3.org/1999/xhtml', the function simply returns the `tag",,,,,
15739,1189,"@@ -142,7 +142,11 @@ class EditorManager {
 
     if (editorClass) {
       this.activeEditor = getEditorInstance(editorClass, this.instance);
+      this.activeEditor.row = row; // pre-preparation needed by getEditedCell
+      this.activeEditor.col = col;
       const td = this.activeEditor.getEditedCell();
+      this.activeEditor.row = null; // restore the un-initialized state
+      this.activeEditor.col = null;
       this.activeEditor.prepare(row, col, prop, td, originalValue, cellProperties);
 
     } else {",Four lines of code have been added to the EditorManager class.,,,,test1189_old.js,test1189_new.js
,,,The added code assigns the row and column values to the activeEditor object.,,,,,
,,,"After the preparation for the getEditedCell method, the row and column values of the activeEditor object are set to null.",,,,,
,,,The added code implies that the row and column values are being used somewhere in the getEditedCell method or elsewhere in the EditorManager class.,,,,,
,,,The nullification of the row and column values after the getEditedCell method call suggests that the editor is no longer needed at these positions.,,,,,
,,,This change could potentially affect the functionality of the getEditedCell method if,,,,,
14227,6840,"@@ -57,8 +57,10 @@ module Selenium
     #
     # @return [Driver]
     #
-    # @see Selenium::WebDriver::Remote::Bridge
+    # @see Selenium::WebDriver::Remote::OSSBridge
+    # @see Selenium::WebDriver::Remote::W3CBridge
     # @see Selenium::WebDriver::Firefox::Bridge
+    # @see Selenium::WebDriver::Firefox::W3CBridge
     # @see Selenium::WebDriver::IE::Bridge
     # @see Selenium::WebDriver::Edge::Bridge
     # @see Selenium::WebDriver::Chrome::Bridge",The code change involves the modification of the documentation comments for the Selenium module.,,,,test6840_old.js,test6840_new.js
,,,The comment for the method that returns the Driver object has been updated.,,,,,
,,,"The comment now includes two new see tags, one for Selenium::WebDriver::Remote::OSSBridge and one for Selenium::WebDriver::Remote::W3CBridge.",,,,,
,,,"Additionally, a new see tag has been added for Selenium::WebDriver::Firefox::W3CBridge.",,,,,
,,,"The changes suggest that the Driver object may now be associated with two different types of bridges, OSSBridge and W3CBridge, from the Selen",,,,,
7808,3281,"@@ -33,7 +33,7 @@ export default Controller.extend(SettingsSaveMixin, {
     }),
 
     iconImageSource: computed('model.icon', function () {
-        return this.get('model.icon') || '';
+        return this.get('model.icon') || '/favicon.ico';
     }),
 
     coverImageSource: computed('model.cover', function () {",The code change is in the computed property 'iconImageSource' of the controller.,,,,test3281_old.js,test3281_new.js
,,,The default value returned by the computed property 'iconImageSource' has been changed from an empty string to '/favicon.ico'.,,,,,
,,,The change will affect how the 'iconImageSource' is computed and returned. This could potentially affect any part of the application that relies on this computed property.,,,,,
,,,"The new default value '/favicon.ico' suggests that if the 'model.icon' is not provided or is empty, the computed property will now return the path to the favicon.ico file.",,,,,
,,,This change could potentially fix a bug in the application where,,,,,
14132,7043,"@@ -6,7 +6,7 @@ var attr,
 	attrName,
 	allowed,
 	role = node.getAttribute('role'),
-	attrs = node.attributes;
+	attrs = axe.utils.getNodeAttributes(node);
 
 if (!role) {
 	role = axe.commons.aria.implicitRole(node);",The code change involves the way the 'attrs' variable is assigned.,,,,test7043_old.js,test7043_new.js
,,,"Previously, 'attrs' was assigned the 'attributes' property of the 'node' object.",,,,,
,,,"In the updated code, 'attrs' is now assigned the result of the 'getNodeAttributes' function, which is passed 'node' as an argument.",,,,,
,,,The change could potentially affect how attributes are retrieved from the 'node' object.,,,,,
,,,"The 'getNodeAttributes' function might provide more control or functionality over how attributes are retrieved, which could be beneficial in certain scenarios.",,,,,
,,,This change could also potentially affect any other parts of the,,,,,
30935,9280,"@@ -1,3 +1,4 @@
+/* eslint-disable sitekit/camelcase-acronyms */
 /**
  * Profile Select component tests.
  *",An ESLint rule has been disabled for the code block that follows. The rule being disabled is 'sitekit/camelcase-acronyms'. This rule is used to enforce camelCase for acronyms in JavaScript and React code.,,,,test9280_old.js,test9280_new.js
,,,This change will temporarily disable the 'sitekit/camelcase-acronyms' rule for the code block that follows. This means that any acronyms in the code that are not in camelCase format will no longer be checked by ESLint.,,,,,
,,,"This could potentially allow for acronyms to be used without being in camelCase format, which could lead to confusion for other developers",,,,,
40481,6733,"@@ -0,0 +1,6 @@
+const jestConfig = require( './jest.config' );
+
+module.exports = {
+	...jestConfig,
+	testMatch: [ '<rootDir>/.storybook/?(*.)test.js' ],
+};",A new constant `jestConfig` is defined and assigned the value of the `jest.config` file imported using the `require` function.,,,,test6733_old.js,test6733_new.js
,,,A new module is being exported.,,,,,
,,,The exported module extends the `jestConfig` object and adds a new property `testMatch`.,,,,,
,,,The `testMatch` property is assigned an array that contains a single string. The string is a pattern that matches any file in the `.storybook` directory that ends with `test.js`.,,,,,
,,,The changes suggest that the Jest configuration has been modified to include more specific matching for test files in the `.storybook` directory.,,,,,
35316,2139,"@@ -43,13 +43,16 @@ import { isZeroReport } from '../../modules/search-console/util/is-zero-report';
 import sumObjectListValue from '../../util/sum-object-list-value';
 const { useSelect } = Data;
 
+// reportArgs is declared in this higher scope so that it can be used by hasData.
+let reportArgs;
+
 const AdminBarClicks = ( { className } ) => {
 	const url = useSelect( ( select ) => select( CORE_SITE ).getCurrentEntityURL() );
 	const { compareStartDate, endDate } = useSelect( ( select ) => select( CORE_USER ).getDateRangeDates( {
 		compare: true,
 		offsetDays: DATE_RANGE_OFFSET,
 	} ) );
-	const reportArgs = {
+	reportArgs = {
 		startDate: compareStartDate,
 		endDate,
 		dimensions: 'date',","The variable `reportArgs` is declared in the higher scope of the code, not inside a function.",,,,test2139_old.js,test2139_new.js
,,,"The `reportArgs` variable is then assigned an object with `startDate`, `endDate`, and `dimensions` properties.",,,,,
,,,"The `reportArgs` object is assigned the values of `compareStartDate` and `endDate` from the `useSelect` hook, and `'date'` as the value for the `dimensions` property.",,,,,
,,,"The `reportArgs` variable is now available outside the scope of the `AdminBarClicks` function, which could potentially affect the functionality of other parts of the code that use this",,,,,
10955,9691,"@@ -24,6 +24,8 @@ describe('th-has-data-cells', function () {
 			'<table>' +
 			'  <tr> <th>hi</th> <td>hello</td> </tr>' +
 			'  <tr> <th>hi</th> <td>hello</td> </tr>' +
+			'  <tr> <td>hello</td> <th>hi</th> </tr>' +
+			'  <tr> <td>hello</td> <th>hi</th> </tr>' +
 			'</table>';
 
 		var node = fixture.querySelector('table');",Two new rows have been added to the table in the code.,,,,test9691_old.js,test9691_new.js
,,,The first row contains a 'td' element with the text 'hello' and a 'th' element with the text 'hi'.,,,,,
