id,index,diff,claim,"Correctness
0 - incorrect
1 - correct
-1 - unverifiable
-2 - incomplete",based on diff,additional claims,error type,old_file,new_file
,,,The method of accessing and modifying the 'mime-type' key in the file_dict dictionary has been changed.,,,,,,
,,,"Previously, the code was using the get() method to access the 'mime-type' key in file_dict. If the key was not found, the code would return the second argument passed to the get() method, which in this case was 'mime'.",,,,,,
,,,"Now, the code directly accesses the 'mime-type' key in file_dict without using the get() method. If the key is not found, a KeyError",,,,,,
10032,3311,"@@ -202,11 +202,11 @@ class Ansible(base.Base):
     ::
 
         ANSIBLE_ROLES_PATH:
-          $ephemeral_directory/roles/:$project_directory/../
+          $ephemeral_directory/roles/:$project_directory/../:$HOME/.ansible/roles:/usr/share/ansible/roles:/etc/ansible/roles
         ANSIBLE_LIBRARY:
-          $ephemeral_directory/library/:$project_directory/library/
+          $ephemeral_directory/modules/:$project_directory/library/:$HOME/.ansible/plugins/modules:/usr/share/ansible/plugins/modules
         ANSIBLE_FILTER_PLUGINS:
-          $ephemeral_directory/plugins/filters/:$project_directory/filter/plugins/
+          $ephemeral_directory/plugins/filter/:$project_directory/filter/plugins/:$HOME/.ansible/plugins/filter:/usr/share/ansible/plugins/modules
 
     Environment variables can be passed to the provisioner.  Variables in this
     section which match the names above will be appened to the above defaults,","The ANSIBLE_ROLES_PATH has been modified to include additional paths: $HOME/.ansible/roles, /usr/share/ansible/roles, and /etc/ansible/roles.",,,,,test3311_old.py,test3311_new.py
,,,The ANSIBLE_LIBRARY has been modified to include additional paths: $HOME/.ansible/plugins/modules and /usr/share/ansible/plugins/modules.,,,,,,
,,,The ANSIBLE_FILTER_PLUGINS has been modified to include additional paths: $HOME/.ansible/plugins/filter and /usr/share/ansible/plugins/modules.,,,,,,
,,,The changes allow,,,,,,
7567,2087,"@@ -17,8 +17,8 @@ MINIMALIST_COLLECTION = {'data': dict()}
 MINIMALIST_GROUP = {'data': dict(members=['fxa:user'])}
 MINIMALIST_RECORD = {'data': dict(name=""Hulled Barley"",
                                   type=""Whole Grain"")}
-USER_PRINCIPAL = 'basicauth:8a931a10fc88ab2f6d1cc02a07d3a81b5d4768f' \
-                 '6f13e85c5d8d4180419acb1b4'
+USER_PRINCIPAL = 'basicauth:aaedca130273574dd2bd6c3acad57f3545b662a974fa4320' \
+                 '236f25fe474676d6'
 
 
 class BaseWebTest(object):",The code change involves the modification of the USER_PRINCIPAL variable.,,,,,test2087_old.py,test2087_new.py
,,,The original value of USER_PRINCIPAL was 'basicauth:8a931a10fc88ab2f6d1cc02a07d3a81b5d4768f6f13e85c5d8d4180419acb1b4'.,,,,,,
,,,The new value of USER_PRINCIPAL is 'basicauth:aaedca130273574dd2bd6c3acad57f3545,,,,,,
20125,8542,"@@ -1883,7 +1883,7 @@ UDS_RDBI.dataIdentifiers[0x4080] = ""AirbagLock_NEU""
 UDS_RDBI.dataIdentifiers[0x4140] = ""BodyComConfig""
 UDS_RDBI.dataIdentifiers[0x4ab4] = ""Betriebsstundenzaehler""
 UDS_RDBI.dataIdentifiers[0x5fc2] = ""WDBI_DME_ABGLEICH_PROG_REQ""
-UDS_RDBI.dataIdentifiers[0xd114] = ""Gesamtweg-Streckenzähler Offset""
+UDS_RDBI.dataIdentifiers[0xd114] = ""Gesamtweg-Streckenzaehler Offset""
 UDS_RDBI.dataIdentifiers[0xd387] = ""STATUS_DIEBSTAHLSCHUTZ""
 UDS_RDBI.dataIdentifiers[0xdb9c] = ""InitStatusEngineAngle""
 UDS_RDBI.dataIdentifiers[0xEFE9] = ""WakeupRegistry""",The code change is in the UDS_RDBI.dataIdentifiers object.,,,,,test8542_old.py,test8542_new.py
,,,"The value of the key 0xd114 has been changed from ""Gesamtweg-Streckenzähler Offset"" to ""Gesamtweg-Streckenzaehler Offset"".",,,,,,
,,,"There seems to be a typo in the new value, where ""Streckenzaehler"" should be ""Streckenzähler"".",,,,,,
,,,This change could potentially affect the functionality of the program where the value of 0xd114 is used.,,,,,,
,,,If the program is using this value,,,,,,
19315,8632,"@@ -231,7 +231,8 @@ class AnchorHead(nn.Module):
         # map up to original set of anchors
         if unmap_outputs:
             num_total_anchors = flat_anchors.size(0)
-            labels = unmap(labels, num_total_anchors, inside_flags)
+            labels = unmap(labels, num_total_anchors, inside_flags,
+                           self.num_classes)  # fill bg label
             label_weights = unmap(label_weights, num_total_anchors,
                                   inside_flags)
             bbox_targets = unmap(bbox_targets, num_total_anchors, inside_flags)",The code change is in the AnchorHead class of the nn.Module.,,,,,test8632_old.py,test8632_new.py
,,,The function call to the unmap method has been modified.,,,,,,
,,,"Previously, the unmap function was called with four arguments: labels, num_total_anchors, inside_flags.",,,,,,
,,,"Now, an additional argument self.num_classes has been added to the unmap function call.",,,,,,
,,,The unmap function now requires an additional argument when being called.,,,,,,
,,,"This change could potentially affect the way the unmap function works, as additional arguments could change its behavior.",,,,,,
,,,"It could also affect the performance of the AnchorHead class, depending on how",,,,,,
13065,7007,"@@ -89,6 +89,7 @@ class CompletionView(QTreeView):
     # https://github.com/The-Compiler/qutebrowser/issues/117
 
     resize_completion = pyqtSignal()
+    connected = None
 
     def __init__(self, win_id, parent=None):
         super().__init__(parent)",A new attribute called 'connected' has been added to the CompletionView class.,,,,,test7007_old.py,test7007_new.py
,,,The 'connected' attribute has been initialized with a value of None.,,,,,,
,,,The addition of the 'connected' attribute suggests that the CompletionView class might now be keeping track of some connection status or state.,,,,,,
,,,"The default value of None implies that at the time of initialization, the completion view is not connected to anything. This could mean that the completion view is in a disconnected state.",,,,,,
,,,"If other parts of the code are not updated to handle this new 'connected' attribute, it could lead to unexpected behavior or errors.",,,,,,
26227,3849,"@@ -47,7 +47,7 @@ class BigQueryClient(_base_client.BaseClient):
         return RateLimiter(FLAGS.max_bigquery_api_calls_per_100_seconds,
                            self.DEFAULT_QUOTA_TIMESPAN_PER_SECONDS)
 
-    def get_bigquery_projectids(self):
+    def get_bigquery_projectids(self, key='projects'):
         """"""Request and page through bigquery projectids.
 
         Returns: A list of project_ids enabled for bigquery.",The method signature of `get_bigquery_projectids` has been modified.,,,,,test3849_old.py,test3849_new.py
,,,An additional parameter `key` has been added to the method.,,,,,,
,,,The default value of the `key` parameter is set to 'projects'.,,,,,,
,,,All calls to `get_bigquery_projectids` will now need to include the `key` argument.,,,,,,
,,,"If the `key` argument is not provided, the method will use the default value of 'projects'.",,,,,,
,,,This change could potentially break existing code that calls this method without the `key` argument.,,,,,,
,,,It might also imply that the `get_bigquery_projectids` method,,,,,,
12929,6081,"@@ -93,8 +93,10 @@ class ObjectStore(six.with_metaclass(ABCMeta)):
         return self.set_object(obj, context, runtime_type, paths)
 
     def get_value(self, context, runtime_type, paths):
-        if runtime_type in self.TYPE_REGISTRY:
-            return self.TYPE_REGISTRY[runtime_type].get_object(self, context, runtime_type, paths)
+        if runtime_type.name is not None and runtime_type.name in self.TYPE_REGISTRY:
+            return self.TYPE_REGISTRY[runtime_type.name].get_object(
+                self, context, runtime_type, paths
+            )
         return self.get_object(context, runtime_type, paths)
 
 ",The condition for retrieving an object from the TYPE_REGISTRY has been changed.,,,,,test6081_old.py,test6081_new.py
,,,"Previously, the code would retrieve an object if the 'runtime_type' was found in the TYPE_REGISTRY.",,,,,,
,,,"Now, the code first checks if the 'runtime_type.name' is not None and then checks if this name is found in the TYPE_REGISTRY.",,,,,,
,,,This change could potentially affect the way objects are retrieved from the TYPE_REGISTRY.,,,,,,
,,,It could potentially lead to different objects being retrieved depending on the 'runtime_type.name' instead of the 'runtime_,,,,,,
16562,3002,"@@ -51,10 +51,10 @@ class releaseTestCase(SparkTestCase):
             if entry['release_name'] != '':
                 expected[entry['user_name']].append({
                     'release_name': entry['release_name'],
-                    'release_msid': entry['release_msid'],
-                    'release_mbid': entry['release_mbid'],
+                    'release_msid': entry['release_msid'] or None,
+                    'release_mbid': entry['release_mbid'] or None,
                     'artist_name': entry['artist_name'],
-                    'artist_msid': entry['artist_msid'],
+                    'artist_msid': entry['artist_msid'] or None,
                     'artist_mbids': entry['artist_mbids'],
                     'listen_count': entry['count']
                 })",The code changes involve the addition of or statements to the dictionaries that are appended to the 'expected' list.,,,,,test3002_old.py,test3002_new.py
,,,"The 'release_msid', 'release_mbid', and 'artist_msid' keys in the dictionaries now include an or None statement.",,,,,,
,,,"This change means that if the value associated with these keys is an empty string, it will now be replaced with None.",,,,,,
,,,"This change could potentially alter the behavior of the code where these keys are used. If they were previously being used as dictionary keys, this could lead to errors or unexpected behavior.",,,,,,
,,,It could also affect the data stored in the 'expected' list. If,,,,,,
26110,1500,"@@ -29,6 +29,7 @@ class ResourceType(object):
     FOLDER = 'folder'
     PROJECT = 'project'
     GROUP = 'group'
+    BACKEND_SERVICE = 'backend_service'
     FORWARDING_RULE = 'forwarding_rule'
     BUCKETS_ACL = 'buckets_acl'
     CLOUDSQL_ACL = 'cloudsql_instances'",A new constant named BACKEND_SERVICE has been added to the ResourceType class.,,,,,test1500_old.py,test1500_new.py
,,,The value of this constant is set to the string 'backend_service'.,,,,,,
,,,The addition of the BACKEND_SERVICE constant suggests that the code may now be dealing with backend services in the context of the ResourceType class.,,,,,,
,,,"Any functions or methods that use this constant will now have the ability to handle backend services, potentially adding new functionality or changing existing behavior.",,,,,,
,,,"If this constant is used without proper handling in the class methods, it may lead to errors or unexpected behavior.",,,,,,
18644,1518,"@@ -77,6 +77,7 @@ def _launch_local_catalog():
     env = dict(REGISTRY_URL=""http://localhost:5000"",
                S3_PROXY_URL=open_config[""s3Proxy""],
                ALWAYS_REQUIRE_AUTH=""false"",
+               NO_DOWNLOAD=""false"",
                CATALOG_MODE=""LOCAL"",
                SSO_AUTH=""DISABLED"",
                PASSWORD_AUTH=""ENABLED"",",A new line of code has been added to the function _launch_local_catalog().,,,,,test1518_old.py,test1518_new.py
,,,"The new line of code is setting the variable NO_DOWNLOAD to the string ""false"".",,,,,,
,,,"The addition of the NO_DOWNLOAD variable with a value of ""false"" suggests that the feature or functionality related to downloading files or data has been enabled or modified in some way.",,,,,,
,,,"This change could potentially affect how the application handles the download process, depending on what the NO_DOWNLOAD variable is used for.",,,,,,
,,,"If other parts of the code rely on the NO_DOWNLOAD variable being set to ""true"" or some other specific value",,,,,,
19368,9882,"@@ -871,6 +871,14 @@ class UIA(Window):
 					states.add(controlTypes.STATE_CHECKED)
 		return states
 
+	def _get_presentationType(self):
+		presentationType=super(UIA,self).presentationType
+		# UIA NVDAObjects can only be considered content if UI Automation considers them both a control and content.
+		if presentationType==self.presType_content and not (self.UIAElement.cachedIsContentElement and self.UIAElement.cachedIsControlElement):
+			presentationType=self.presType_layout
+		return presentationType 
+
+
 	def correctAPIForRelation(self, obj, relation=None):
 		if obj and self.windowHandle != obj.windowHandle and not obj.UIAElement.cachedNativeWindowHandle:
 			# The target element is not the root element for the window, so don't change API class; i.e. always use UIA.","A new method called ""_get_presentationType"" has been added to the UIA class.",,,,,test9882_old.py,test9882_new.py
,,,This method is designed to get the presentationType of the UIA object.,,,,,,
,,,The presentationType is initially set to the superclass's presentationType.,,,,,,
,,,A conditional statement checks if the current presentationType is equal to the content type and if the UIAElement is not both a content and a control element.,,,,,,
,,,"If the conditions are met, the presentationType is set to the layout type.",,,,,,
,,,The method returns the presentationType.,,,,,,
,,,"The addition of the ""_get_presentationType"" method suggests that the UIA class now has a",,,,,,
12283,6440,"@@ -208,6 +208,7 @@ def rev_hex(s):
 def int_to_hex(i, length=1):
     assert isinstance(i, int)
     s = hex(i)[2:].rstrip('L')
+    s = s.lstrip('0x')
     s = ""0""*(2*length - len(s)) + s
     return rev_hex(s)
 ","A line of code has been added to the function int_to_hex(i, length=1).",,,,,test6440_old.py,test6440_new.py
,,,The added line of code is 's = s.lstrip('0x')'.,,,,,,
,,,This line of code is used to remove the '0x' prefix from the string 's'.,,,,,,
,,,The '0x' prefix in the hexadecimal representation of the integer is removed from the string 's'.,,,,,,
,,,"This change could potentially alter the output of the function int_to_hex(i, length=1), as the '0x' prefix is no longer present in the returned string.",,,,,,
,,,If the '0x',,,,,,
12769,5389,"@@ -12,7 +12,9 @@ WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 See the License for the specific language governing permissions and
 limitations under the License.""""""
 
-import ldap, traceback
+import traceback
+
+import ldap
 from django.conf import settings
 from django.contrib.auth.models import User
 ",The import statement for the 'ldap' module has been moved down in the list of imports.,,,,,test5389_old.py,test5389_new.py
,,,The 'traceback' module has been imported without any changes in the order or the list of imports.,,,,,,
,,,"The change in the order of imports for the 'ldap' module might have been done for better code organization or to follow a certain coding style or convention. However, in this case, it doesn't have any significant impact on the functionality of the code.",,,,,,
,,,"The 'traceback' module is still imported at the beginning of the file, which means it will be available for use throughout the file. This could potentially change the behavior of the program",,,,,,
25014,6305,"@@ -0,0 +1,10 @@
+_base_ = [
+    'retinanet_pvt_t_fpn_1x_coco.py',
+]
+model = dict(
+    backbone=dict(
+        num_layers=[3, 4, 6, 3],
+        init_cfg=dict(
+            type='Pretrained',
+            checkpoint='https://github.com/whai362/PVT/'
+            'releases/download/v2/pvt_small.pth')))","A new file has been added, which is 'retinanet_pvt_t_fpn_1x_coco.py'.",,,,,test6305_old.py,test6305_new.py
,,,"A new model has been defined with a backbone that has been modified. The backbone now has 4 layers, instead of the original 3.",,,,,,
,,,"The initialization configuration for the backbone has been changed. Instead of using a pre-trained model, the new configuration specifies a specific checkpoint URL.",,,,,,
,,,"The addition of the new file suggests that a new model, based on the RetinaNet architecture with the PVT backbone, has been introduced.",,,,,,
,,,The change in the number of layers in,,,,,,
14151,6151,"@@ -82,7 +82,7 @@ SINGLE_QUOTED_REGEX = re.compile(""(%s)?'''"" % ""|"".join(_PREFIXES))
 DOUBLE_QUOTED_REGEX = re.compile('(%s)?""""""' % ""|"".join(_PREFIXES))
 QUOTE_DELIMITER_REGEX = re.compile(""(%s)?(\""|')"" % ""|"".join(_PREFIXES), re.DOTALL)
 
-MSGS = {
+MSGS = {  # pylint: disable=consider-using-namedtuple
     ""E1300"": (
         ""Unsupported format character %r (%#02x) at index %d"",
         ""bad-format-character"",",A comment has been added to the MSGS dictionary. The comment disables the pylint warning for considering using a namedtuple.,,,,,test6151_old.py,test6151_new.py
,,,The added comment indicates that the developer has decided to ignore the pylint warning for using a namedtuple for the MSGS dictionary. This could be because the dictionary is not intended to be a namedtuple and using a namedtuple would not add any functionality or improve performance.,,,,,,
,,,This change could potentially lead to future confusion for other developers who might wonder why the dictionary is not a namedtuple and why the pylint warning is disabled.,,,,,,
,,,It could also lead to potential issues if the dictionary is later intended to be,,,,,,
9994,6924,"@@ -9,6 +9,11 @@ def includeme(config):
         description='Track changes on data.',
         url='http://kinto.readthedocs.io/en/latest/api/1.x/history.html')
 
+    config.add_api_capability(
+        'revert',
+        description='discard all changes after given timestamp.',
+        url='http://kinto.readthedocs.io/en/latest/api/1.x/revert.html')
+
     # Activate end-points.
     config.scan('kinto.plugins.history.views')
 ",A new API capability called 'revert' has been added to the configuration.,1,,,,test6924_old.py,test6924_new.py
,,,This capability is described as 'discarding all changes after a given timestamp'.,1,,,,,
,,,The URL for more information about this capability is provided as 'http://kinto.readthedocs.io/en/latest/api/1.x/revert.html'.,1,,,,,
,,,The addition of the 'revert' capability implies that users can now discard changes after a specific timestamp.,1,,,,,
,,,This could potentially make the system more robust and prevent the loss of data due to unintentional changes.,1,,,,,
,,,The provided URL will be useful for users or developers who want to learn more,-2,,,,,
18547,899,"@@ -210,8 +210,9 @@ EXTS_ACCESS_COUNTS = textwrap.dedent(""""""\
             eventname,
             bucket,
             lower(CASE
-                WHEN cardinality(parts) > 2 THEN concat(element_at(parts, -2), '.', element_at(parts, -1))
-                WHEN cardinality(parts) = 2 THEN element_at(parts, -1)
+                WHEN cardinality(parts) > 2 AND lower(element_at(parts, -1)) = 'gz'
+                    THEN concat(element_at(parts, -2), '.', element_at(parts, -1))
+                WHEN cardinality(parts) >= 2 THEN element_at(parts, -1)
                 ELSE ''
                 END
             ) AS ext,","The condition for the first WHEN clause has been modified. Previously, it was only true when the cardinality of 'parts' was greater than 2. Now, it is also true when the last element of 'parts' (accessed using element_at(parts, -1)) is 'gz' in lowercase.",1,,,,test899_old.py,test899_new.py
,,,"The second WHEN clause remains unchanged, still true when the cardinality of 'parts' is greater than or equal to 2.",0,,,,,
,,,"The change in the first WHEN clause implies that the logic for handling 'parts' has been expanded. Previously, the function was only concerned with 'parts' with more than 2 elements. Now, it also takes",-2,,,,,
15067,10111,"@@ -87,8 +87,6 @@ class LocustIOExecutor(ScenarioExecutor, WidgetProvider, FileLister, HavingInsta
 
         wrapper = os.path.join(get_full_path(__file__, step_up=2), ""resources"", ""locustio-taurus-wrapper.py"")
 
-        self.env.add_path({""PYTHONPATH"": self.engine.artifacts_dir})
-        self.env.add_path({""PYTHONPATH"": os.getcwd()})
         self.env.set({""LOCUST_DURATION"": dehumanize_time(load.duration)})
 
         self.log_file = self.engine.create_artifact(""locust"", "".log"")",The code changes involve the removal of two lines of code that were previously adding paths to the PYTHONPATH environment variable.,1,,,,test10111_old.py,test10111_new.py
,,,"The first removed line was adding the path to the ""PYTHONPATH"" environment variable, which was set to the ""artifacts_dir"" attribute of the ""engine"" object.",1,,,,,
,,,"The second removed line was adding the path to the ""PYTHONPATH"" environment variable, which was set to the current working directory.",1,,,,,
,,,"The removal of these two lines could potentially affect the Python environment, as it is now no longer adding these directories to the PYTHONPATH.",1,,,,,
,,,This could affect the way Python imports modules,-2,,,,,
30112,9809,"@@ -104,7 +104,8 @@ PROJECT_IAM_ROLES_SERVER = [
     'roles/storage.objectViewer',
     'roles/storage.objectCreator',
     'roles/cloudsql.client',
-    'roles/logging.logWriter'
+    'roles/logging.logWriter',
+    'roles/iam.serviceAccountTokenCreator'
 ]
 
 PROJECT_IAM_ROLES_CLIENT = [",The code change involves the modification of the list of IAM roles for the project.,1,,,,test9809_old.py,test9809_new.py
,,,The role 'roles/logging.logWriter' has been removed from the list.,0,,,,,
,,,Two new roles have been added to the list: 'roles/logging.logWriter' and 'roles/iam.serviceAccountTokenCreator'.,1,,,,,
,,,The removal of 'roles/logging.logWriter' means that the project no longer has permission to write logs to the logging service.,0,,,,,
,,,The addition of 'roles/logging.logWriter' and 'roles/iam.serviceAccountTokenCreator' implies that the project now has these two additional permissions.,1,,,,,
26796,9690,"@@ -1,6 +1,6 @@
 _base_ = [
     '../_base_/models/mask_rcnn_r50_fpn.py',
-    '../_base_/datasets/coco_instance.py',
+    '../_base_/datasets/lvis_v1_instance.py',
     '../_base_/schedules/schedule_2x.py', '../_base_/default_runtime.py'
 ]
 model = dict(",The code change involves the modification of the dataset configuration file in the base directory.,1,,,,test9690_old.py,test9690_new.py
,,,The dataset configuration file 'coco_instance.py' has been replaced with 'lvis_v1_instance.py'.,1,,,,,
,,,The change in dataset configuration file implies that the model will now be trained and evaluated on the LVIS v1 instance dataset instead of the COCO instance dataset.,1,,,,,
,,,This could potentially lead to different performance metrics being generated as the model is now working with a different dataset.,1,,,,,
,,,The change could also affect the training process as the model will now be exposed to a different set of images and annotations.,1,,,,,
,,,If the 'lvis_,-2,,,,,
11189,1527,"@@ -71,6 +71,7 @@ setup(
     # Metadata
     author='Philippe BIONDI',
     author_email='phil(at)secdev.org',
+    maintainer='Pierre LALET, Guillaume VALADON',
     description='Scapy: interactive packet manipulation tool',
     license='GPLv2',
     url='http://www.secdev.org/projects/scapy',",A new line of code has been added to the setup function.,1,,,,test1527_old.py,test1527_new.py
,,,The new line of code adds a maintainer to the project.,1,,,,,
,,,"The maintainer is specified as 'Pierre LALET, Guillaume VALADON'.",1,,,,,
,,,The addition of a maintainer implies that there is a team of individuals responsible for maintaining and updating the project.,1,,,,,
,,,The new maintainers are Pierre LALET and Guillaume VALADON.,1,,,,,
,,,"This could potentially increase the project's stability and reliability, as the new team members are likely to have a better understanding of the project's requirements and can address issues or bugs that the previous maintainer(s) might",-2,,,,,
25917,1042,"@@ -600,11 +600,11 @@ class SABLRetinaHead(BaseDenseHead, BBoxTestMixin):
                 bbox_cls_pred.contiguous(),
                 bbox_reg_pred.contiguous()
             ]
-            bboxes, confids = self.bbox_coder.decode(
+            bboxes, confidences = self.bbox_coder.decode(
                 anchors.contiguous(), bbox_preds, max_shape=img_shape)
             mlvl_bboxes.append(bboxes)
             mlvl_scores.append(scores)
-            mlvl_confids.append(confids)
+            mlvl_confids.append(confidences)
         mlvl_bboxes = torch.cat(mlvl_bboxes)
         if rescale:
             mlvl_bboxes /= mlvl_bboxes.new_tensor(scale_factor)",The variable name 'confids' has been changed to 'confidences' in the decoding process of the bounding box predictions.,1,,,,test1042_old.py,test1042_new.py
,,,The append operation for 'mlvl_confids' has been updated to use the new variable name 'confidences' instead of 'confids'.,1,,,,,
,,,This change corrects a possible typo in the variable name used in the decoding process. This could prevent potential errors in the future by ensuring that the variable name is correct.,1,,,,,
,,,The change in the append operation implies that the 'mlvl_confids' list now contains the 'confidences' instead of the previous 'confids'. This could affect any,-2,,,,,
32870,6051,"@@ -49,6 +49,15 @@ class ApiClient(object):
             dataset_id (str): id of the dataset to query.
         """"""
 
+    @abc.abstractmethod
+    def fetch_bigquery_iam_policy(self, project_number, dataset_id):
+        """"""Gets IAM policy if a bigquery dataset from gcp API call.
+
+        Args:
+            project_number (str): number of the project to query.
+            dataset_id (str): id of the dataset to query.
+        """"""
+
     @abc.abstractmethod
     def iter_bigquery_datasets(self, project_number):
         """"""Iterate Datasets from GCP API.",A new abstract method called `fetch_bigquery_iam_policy` has been added to the `ApiClient` class.,1,,,,test6051_old.py,test6051_new.py
,,,This method takes two parameters: `project_number` and `dataset_id`.,1,,,,,
,,,The method is designed to fetch the IAM policy for a BigQuery dataset from a GCP API call.,1,,,,,
,,,This change suggests that the `ApiClient` class now has the ability to fetch IAM policies for BigQuery datasets.,1,,,,,
,,,Any class that inherits from `ApiClient` and implements this method will now have this new functionality.,1,,,,,
,,,This could potentially affect all parts of the codebase that use the `ApiClient,-2,,,,,
21617,5201,"@@ -21,7 +21,7 @@
 
 """"""Installation script for Python nupic package.""""""
 
-import os
+import OOOOOOOOOOOos
 import pkg_resources
 import sys
 ",The import statement for the 'os' module has been replaced with an import statement for an unknown module 'OOOOOOOOOOOOos'.,0,,,,test5201_old.py,test5201_new.py
,,,The code may now be using an unknown module 'OOOOOOOOOOOOos' instead of the 'os' module. This could potentially lead to errors if the 'OOOOOOOOOOOOos' module is not installed or if it is installed in a different location than the 'os' module.,0,,,,,
,,,"The change could also potentially improve the code's readability or functionality, depending on how the 'OOOOOOOOOOOOos' module is used compared to the 'os' module. However, this is unlikely without",-2,,,,,
9726,1667,"@@ -14,7 +14,9 @@
 
 import abc
 import logging
+import datetime
 import parameter
+import target
 import warnings
 import traceback
 import pyparsing as pp","Two new import statements have been added to the code. The first one imports the datetime module, and the second one imports the target module.",1,,,,test1667_old.py,test1667_new.py
,,,"The addition of the datetime module suggests that the code may now involve operations related to date and time. This could be for logging purposes, tracking the execution time of the code, or handling dates/times in the program.",0,,,,,
,,,"The addition of the target module indicates that the code may now involve operations related to the target environment or system. This could be for interacting with the target system, or for handling target-specific tasks.",0,,,,,
,,,"These are both relatively new imports, so it's possible that the code may not be fully",-2,,,,,
29382,3930,"@@ -139,13 +139,11 @@ def build_network_url(project, network):
       The fully qualified network url for the given project/network.
     """"""
     return (u'%(root)s%(api_name)s/%(version)s/projects/%(project)s/global/'
-            'networks/%(network)s') % {
-                'api_name': API_NAME,
-                'network': network,
-                'project': project,
-                'root': API_ROOT,
-                'version': API_VERSION
-            }
+            'networks/%(network)s') % {'api_name': API_NAME,
+                                       'network': network,
+                                       'project': project,
+                                       'root': API_ROOT,
+                                       'version': API_VERSION}
 
 
 class ComputeFirewallAPI(object):",The code changes involve the formatting of the dictionary that is passed to the string formatting function.,1,,,,test3930_old.py,test3930_new.py
,,,The original code had the dictionary keys and values listed on separate lines.,0,,,,,
,,,"The updated code has the dictionary keys and values listed on the same line, separated by commas.",0,,,,,
,,,The change does not affect the functionality of the code as it is still performing the same operation.,1,,,,,
,,,"The change could be for readability and clarity purposes, making the code easier to read and understand.",1,,,,,
,,,There could be no performance implications as the change does not affect the execution of the code.,1,,,,,
17464,3040,"@@ -103,7 +103,7 @@ def as_spark_type(tpe) -> types.DataType:
     """"""
     # TODO: Add ""boolean"" and ""string"" types.
     # ArrayType
-    if tpe in (np.ndarray,):
+    if tpe in (list, np.ndarray,):
         return types.ArrayType(types.StringType())
     elif hasattr(tpe, ""__origin__"") and issubclass(tpe.__origin__, list):
         return types.ArrayType(as_spark_type(tpe.__args__[0]))",The code change involves the modification of the condition in the if statement.,1,,,,test3040_old.py,test3040_new.py
,,,"Previously, the condition was checking if the type 'tpe' is in the tuple (np.ndarray,), now it has been expanded to include the type 'list'.",1,,,,,
,,,The code change will now consider 'list' and 'np.ndarray' types equally when checking the condition in the if statement.,1,,,,,
,,,"This could potentially lead to different behaviors depending on the type 'tpe', as the function 'as_spark_type' will now behave differently for 'list' and 'np.ndarray' types.",1,,,,,
,,,If the function 'as_spark_type,-2,,,,,
33781,8081,"@@ -235,11 +235,16 @@ echo ""echo '{export_forseti_vars}' >> /etc/profile.d/forseti_environment.sh"" | s
 gsutil cp gs://{scanner_bucket}/configs/forseti_conf_server.yaml {forseti_server_conf}
 gsutil cp -r gs://{scanner_bucket}/rules {forseti_home}/
 
+# Download the Newest Config Validator constraints from GCS
+rm -rf /home/ubuntu/config_validator_constraints
+gsutil cp -r gs://{scanner_bucket}/config_validator_constraints /home/ubuntu/
+
 # Start Forseti service depends on vars defined above.
 bash ./install/gcp/scripts/initialize_forseti_services.sh
 
 echo ""Starting services.""
 systemctl start cloudsqlproxy
+systemctl start config-validator
 sleep 5
 
 echo ""Attempting to update database schema, if necessary.""",A new section of code has been added to the script.,1,,,,test8081_old.py,test8081_new.py
,,,This section of code is responsible for downloading the latest Config Validator constraints from Google Cloud Storage (GCS).,1,,,,,
,,,The existing constraints are removed from the Ubuntu server using the 'rm -rf' command.,1,,,,,
,,,The new constraints are then downloaded to the Ubuntu server using the 'gsutil cp' command.,1,,,,,
,,,A new service 'config-validator' has been started on the Ubuntu server using the 'systemctl start' command.,1,,,,,
,,,The addition of the new constraints means that the server will now be validating against the latest configuration constraints.,1,,,,,
,,,This could potentially,-2,,,,,
22814,6662,"@@ -5,10 +5,10 @@ import pytest
 from mmdet.datasets import DATASETS
 
 
-@patch('mmdet.datasets.CocoDataset.load_annotations', MagicMock)
-@patch('mmdet.datasets.CustomDataset.load_annotations', MagicMock)
-@patch('mmdet.datasets.XMLDataset.load_annotations', MagicMock)
-@patch('mmdet.datasets.CityscapesDataset.load_annotations', MagicMock)
+@patch('mmdet.datasets.CocoDataset.load_annotations', MagicMock())
+@patch('mmdet.datasets.CustomDataset.load_annotations', MagicMock())
+@patch('mmdet.datasets.XMLDataset.load_annotations', MagicMock())
+@patch('mmdet.datasets.CityscapesDataset.load_annotations', MagicMock())
 @patch('mmdet.datasets.CocoDataset._filter_imgs', MagicMock)
 @patch('mmdet.datasets.CustomDataset._filter_imgs', MagicMock)
 @patch('mmdet.datasets.XMLDataset._filter_imgs', MagicMock)",The code changes involve the addition of parentheses () after the MagicMock function in the patch decorator.,1,,,,test6662_old.py,test6662_new.py
,,,"The patch decorator is used to replace the load_annotations method of the CocoDataset, CustomDataset, XMLDataset, and CityscapesDataset classes with a MagicMock object.",1,,,,,
,,,"The addition of parentheses makes the MagicMock function call, which returns a new MagicMock object every time it is called. This means that each time the load_annotations method is patched, a new MagicMock object is created.",0,,,,,
,,,"This change could potentially affect the behavior of the load_annotations method, as the original implementation will no",-2,,,,,
